Date,Mode,Integration Time,Tag,Coordinates,Version,Title,Equation,Value,Title,Equation,Value,
3/8/2022 3:02:47 PM,Reflectance,0.914765311717277,,,0.9.38.0,PRI,(R531 - R570) / (R531 + R570),-0.0474423466853424,MCARI1,1.2 * (2.5 * (R800- R670) - 1.3 * (R800- R550)),56.8092047882081,
