Date,Mode,Integration Time,Tag,Coordinates,Version,Title,Equation,Value,Title,Equation,Value,Title,Equation,Value,Title,Equation,Value,
3/11/2022 5:19:21 PM,Transmittance,0.703933687492915,1086t,,0.9.38.0,PRI,(R531 - R570) / (R531 + R570),-0.139012720104649,MCARI1,1.2 * (2.5 * (R800- R670) - 1.3 * (R800- R550)),53.3976275253293,CPHLT,(8.2 * A663) + (20.2 * A645),0,CCI,T931 / T653,0,
3/11/2022 5:18:58 PM,Reflectance,0.979751714793982,1086r,,0.9.38.0,PRI,(R531 - R570) / (R531 + R570),0,MCARI1,1.2 * (2.5 * (R800- R670) - 1.3 * (R800- R550)),0,CPHLT,(8.2 * A663) + (20.2 * A645),0,CCI,T931 / T653,4.42478288702398,
3/11/2022 5:18:08 PM,Absorbance,0.710973024367844,1086,,0.9.38.0,PRI,(R531 - R570) / (R531 + R570),-0.00700112465190699,MCARI1,1.2 * (2.5 * (R800- R670) - 1.3 * (R800- R550)),89.8610840606691,CPHLT,(8.2 * A663) + (20.2 * A645),0,CCI,T931 / T653,0,
3/11/2022 5:15:29 PM,Absorbance,0.798110756794688,1125a,,0.9.38.0,PRI,(R531 - R570) / (R531 + R570),-0.126585401917288,MCARI1,1.2 * (2.5 * (R800- R670) - 1.3 * (R800- R550)),61.5719937515259,CPHLT,(8.2 * A663) + (20.2 * A645),0,CCI,T931 / T653,0,
3/11/2022 5:14:50 PM,Transmittance,0.79020867009375,1125t,,0.9.38.0,PRI,(R531 - R570) / (R531 + R570),0,MCARI1,1.2 * (2.5 * (R800- R670) - 1.3 * (R800- R550)),0,CPHLT,(8.2 * A663) + (20.2 * A645),0,CCI,T931 / T653,6.42612099115904,
3/11/2022 5:13:37 PM,Reflectance,0.914765311717277,1125,,0.9.38.0,PRI,(R531 - R570) / (R531 + R570),-0.126537964675315,MCARI1,1.2 * (2.5 * (R800- R670) - 1.3 * (R800- R550)),61.2690697860718,CPHLT,(8.2 * A663) + (20.2 * A645),25.4034942626953,CCI,T931 / T653,6.54743515556172,
3/11/2022 5:06:35 PM,Reflectance,0.73913037186756,,,0.9.38.0,PRI,(R531 - R570) / (R531 + R570),-0.131010361941884,MCARI1,1.2 * (2.5 * (R800- R670) - 1.3 * (R800- R550)),53.3861644363402,CPHLT,(8.2 * A663) + (20.2 * A645),22.3964648365974,CCI,T931 / T653,4.4474802164161,
