
Text conversion of header file \h820\optphotolab\Drones\DJI__Mavic_3M\viikki-field_calibration__20240521\panel_reflec\reflec_panels__00150.asd
 -------------------------------------------------------------
                                                                                                                                                            
The instrument number was  18875/1
New ASD spectrum file: Program version = 6.04 file version = 7.00
Spectrum saved: 05/21/2024 at 11:24:16
VNIR integration time : 34
VNIR channel 1 wavelength = 350 wavelength step = 1
There was one sample per data value
xmin = 350 xmax= 2500
ymin= 0 ymax= 1.25
The instrument digitizes spectral values to 16 bits
SWIR1 gain was 16 offset was 2051
SWIR2 gain was 16 offset was 2069
Join between VNIR and SWIR1 was 1000 nm
Join between SWIR1 and SWIR2 was 1800 nm
VNIR dark signal subtracted
100 dark measurements taken Tue May 21 11:13:53 2024
DCC value was 0
Data is compared to a white reference:
10 white reference measurements taken Tue May 21 11:13:55 2024
There was no foreoptic attached
Spectrum file is raw data with embedded reference
GPS-Latitude is S0
GPS-Longitude is E0
GPS-Altitude is 0
GPS-UTC is 00:00:00

Smart Detector
Serial#  0
Signal (A)  0.000E00
Dark (A)  0.000E00
Ref (A)  0.000E00
Status  0 - Uninitialized
Gain  E-4
Averaging  0
Temp (C)  0.0
Humid (%)  0.0

Wavelength	reflec_panels-00150.asd
972	 0.105668020267243 
973	 0.105761471963317 
974	 0.10686729102734 
975	 0.106345855322967 
976	 0.106295806063677 
977	 0.106492824660866 
978	 0.106434788917125 
979	 0.106261800135153 
980	 0.105976857970246 
981	 0.106069805007899 
982	 0.106488589756219 
983	 0.106119333416049 
984	 0.106004889230127 
985	 0.106550682036502 
986	 0.107289533281515 
987	 0.10671005683988 
988	 0.106872691163924 
989	 0.107210884143721 
990	 0.107131808554759 
991	 0.106977333788333 
992	 0.106904453018868 
993	 0.106783833304283 
994	 0.106711474739742 
995	 0.107178662567905 
996	 0.108482175284643 
997	 0.108664729170411 
998	 0.107604252500336 
999	 0.107925525438229 
1000	 0.108119226656046 
1001	 0.110548246245858 
1002	 0.110992017719581 
1003	 0.110952441449196 
1004	 0.110419081572847 
1005	 0.109330954620205 
1006	 0.109650711588685 
1007	 0.109196295624418 
1008	 0.109397977925431 
1009	 0.11086666013541 
1010	 0.110796405279281 
1011	 0.111108085018696 
1012	 0.111743114034976 
1013	 0.110488929635878 
1014	 0.110322064918279 
1015	 0.110123440747077 
1016	 0.108958700642482 
1017	 0.108619676187768 
1018	 0.109387221637392 
1019	 0.109388354312503 
1020	 0.10938384238469 
1021	 0.110462376990914 
1022	 0.110971044222474 
1023	 0.110942178525605 
1024	 0.110972972323284 
1025	 0.110798557621256 
1026	 0.1111136186929 
1027	 0.112281568839166 
1028	 0.112415804201901 
1029	 0.112118863144616 
1030	 0.11173597135104 
1031	 0.110920311427573 
1032	 0.109533431369908 
1033	 0.109467632402477 
1034	 0.109365733880043 
1035	 0.109107664960085 
1036	 0.109856309539843 
1037	 0.110412237079594 
1038	 0.110679702100992 
1039	 0.111059921591983 
1040	 0.111486735343539 
1041	 0.111539693446856 
1042	 0.111546963050224 
1043	 0.111593038744916 
1044	 0.111758081524192 
1045	 0.110930768067974 
1046	 0.110141797268062 
1047	 0.109748117415642 
1048	 0.109730737429776 
1049	 0.110726100511901 
1050	 0.110696142742146 
1051	 0.110255469401837 
1052	 0.110951136531733 
1053	 0.111928467717515 
1054	 0.113137547346871 
1055	 0.113864108752878 
1056	 0.114639474066285 
1057	 0.114864344927949 
1058	 0.113992021862283 
1059	 0.11471737742845 
1060	 0.114952359338721 
1061	 0.114648371173511 
1062	 0.113753257651003 
1063	 0.11190836548517 
1064	 0.111352675821029 
1065	 0.111726290946933 
1066	 0.111894167321246 
1067	 0.112242614478223 
1068	 0.113034158960781 
1069	 0.11397523247371 
1070	 0.11451051160706 
1071	 0.115695878387938 
1072	 0.116174694454445 
1073	 0.115539316370638 
1074	 0.114632982659944 
1075	 0.113431713568729 
1076	 0.113352521414614 
1077	 0.113829679401539 
1078	 0.11428121893331 
1079	 0.114395319725231 
1080	 0.11327849485423 
1081	 0.112896838114173 
1082	 0.111942712824944 
1083	 0.111712066221128 
1084	 0.112632235215005 
1085	 0.112945607249807 
1086	 0.113057301248428 
1087	 0.112551516871001 
1088	 0.113570767597912 
1089	 0.114418360407477 
1090	 0.115220582955083 
1091	 0.115854655889399 
1092	 0.115605961391447 
1093	 0.115962191184557 
1094	 0.115796099110375 
1095	 0.11560814865591 
1096	 0.115287008013241 
1097	 0.114254944850687 
1098	 0.113562451971159 
1099	 0.113273842946115 
1100	 0.112961207392139 
1101	 0.112721818119168 
1102	 0.112344992713454 
1103	 0.111345125065907 
1104	 0.110516449343091 
1105	 0.110381474092548 
1106	 0.110607237548451 
1107	 0.111829289521775 
1108	 0.113364928535214 
1109	 0.114220960482624 
1110	 0.115010835377323 
1111	 0.115106822026072 
1112	 0.113842205340768 
1113	 0.113942114272104 
1114	 0.114332405479538 
1115	 0.114170611640396 
1116	 0.114562835107233 
1117	 0.115625332787367 
1118	 0.114984619247683 
1119	 0.115360010178605 
1120	 0.116725422851461 
1121	 0.11791095332026 
1122	 0.117330506273625 
1123	 0.11402111746964 
1124	 0.112870152780643 
1125	 0.111135625043174 
1126	 0.110701870639529 
1127	 0.112561138231149 
1128	 0.113405596388451 
1129	 0.114050449833665 
1130	 0.114305693986438 
1131	 0.114601593176293 
1132	 0.114109797184508 
1133	 0.113542187960724 
1134	 0.113801360223531 
1135	 0.114616780361047 
1136	 0.116188777336132 
1137	 0.11622896441536 
1138	 0.115865357415826 
1139	 0.11636126760473 
1140	 0.116669341759741 
1141	 0.1169530956556 
1142	 0.118240831365991 
1143	 0.118696225331966 
1144	 0.118713798667923 
1145	 0.118132141502206 
1146	 0.116720447682574 
1147	 0.11615098068408 
1148	 0.114150232939353 
1149	 0.112314811397237 
1150	 0.111812274882974 
1151	 0.111668108347588 
1152	 0.112316834394145 
1153	 0.114115261057517 
1154	 0.115010279380138 
1155	 0.116096806785723 
1156	 0.116615704686228 
1157	 0.116613623668455 
1158	 0.116795128625402 
1159	 0.117304535780405 
1160	 0.117248138631943 
1161	 0.116504195113228 
1162	 0.116412754664512 
1163	 0.116847815889865 
1164	 0.116239640103311 
1165	 0.116121918979887 
1166	 0.116481738968862 
1167	 0.116479038748208 
1168	 0.115953093123833 
1169	 0.116048878928508 
1170	 0.116631683449789 
1171	 0.116708443917141 
1172	 0.116998293709805 
1173	 0.116781530188888 
1174	 0.115631416569338 
1175	 0.115324451800349 
1176	 0.115126550596711 
1177	 0.115085420229893 
1178	 0.115612119833505 
1179	 0.116201136614982 
1180	 0.116378006166208 
1181	 0.1163452538893 
1182	 0.116355866949885 
1183	 0.116295946739063 
1184	 0.116078265686383 
1185	 0.115725096287594 
1186	 0.115443145557602 
1187	 0.114650893070577 
1188	 0.114659950407657 
1189	 0.115371590405207 
1190	 0.115620782667644 
1191	 0.116080317785007 
1192	 0.116408967403557 
1193	 0.116318600448925 
1194	 0.116428426868208 
1195	 0.116633295413098 
1196	 0.117181726745096 
1197	 0.117203776470331 
1198	 0.116926024707438 
1199	 0.116982002073977 
1200	 0.116958276510886 
1201	 0.116969771336418 
1202	 0.117407850208762 
1203	 0.11731914392584 
1204	 0.116690224855049 
1205	 0.11646658868093 
1206	 0.116275488130999 
1207	 0.116084461588368 
1208	 0.115976939887036 
1209	 0.115986719578994 
1210	 0.115846921635849 
1211	 0.115966889558282 
1212	 0.116271454615003 
1213	 0.116978087786151 
1214	 0.117227866858036 
1215	 0.117575209937937 
1216	 0.117562319288981 
1217	 0.117020507760826 
1218	 0.116969447010817 
1219	 0.116916854361104 
1220	 0.117029743823417 
1221	 0.117436383563319 
1222	 0.117790918988783 
1223	 0.118400508782202 
1224	 0.118598802163893 
1225	 0.118769031061522 
1226	 0.118701442787979 
1227	 0.118149035209286 
1228	 0.117592841815881 
1229	 0.117455542685656 
1230	 0.11732765382102 
1231	 0.117576087401294 
1232	 0.118490410022526 
1233	 0.118659031508153 
1234	 0.118662303683335 
1235	 0.118694531892113 
1236	 0.118303899161114 
1237	 0.11822217689541 
1238	 0.118538983483915 
1239	 0.118492178078469 
1240	 0.118016512333017 
1241	 0.118058373824593 
1242	 0.11824421642586 
1243	 0.118427213082721 
1244	 0.119320030026779 
1245	 0.119557758032849 
1246	 0.119120940174487 
1247	 0.119036268179075 
1248	 0.118853755566897 
1249	 0.118315767990971 
1250	 0.118241122158634 
1251	 0.118569164049112 
1252	 0.118515460609881 
1253	 0.11842836306363 
1254	 0.118408984209461 
1255	 0.117904842808789 
1256	 0.118229560235129 
1257	 0.119555031052681 
1258	 0.119900972789075 
1259	 0.120064066752748 
1260	 0.120401574439778 
1261	 0.120160698402668 
1262	 0.120156018518409 
1263	 0.120501813108248 
1264	 0.121103882200947 
1265	 0.121361795877058 
1266	 0.121315192211679 
1267	 0.121100803922621 
1268	 0.120788557171109 
1269	 0.120539748513279 
1270	 0.119809644531756 
1271	 0.119835190640315 
1272	 0.120524019970267 
1273	 0.120624647504295 
1274	 0.121010646025609 
1275	 0.120819083545524 
1276	 0.119689042630331 
1277	 0.119299232346419 
1278	 0.118739978596954 
1279	 0.118738221207535 
1280	 0.119472605462369 
1281	 0.120199289096395 
1282	 0.120945486299628 
1283	 0.121514100899692 
1284	 0.121725743212941 
1285	 0.12169012175818 
1286	 0.121407028693795 
1287	 0.120560081560392 
1288	 0.120274167675222 
