
Text conversion of header file \h820\optphotolab\Drones\DJI__Mavic_3M\viikki-field_calibration__20240521\sky_irrad\irrad_sky__00073.asd
 -------------------------------------------------------------
                                                                                                                                                            
The instrument number was  18875/1
New ASD spectrum file: Program version = 6.04 file version = 7.00
Spectrum saved: 05/21/2024 at 11:33:07
VNIR integration time : 136
VNIR channel 1 wavelength = 350 wavelength step = 1
There was one sample per data value
xmin = 350 xmax= 2500
ymin= 0 ymax= 2.5
The instrument digitizes spectral values to 16 bits
SWIR1 gain was 16 offset was 2051
SWIR2 gain was 16 offset was 2070
Join between VNIR and SWIR1 was 1000 nm
Join between SWIR1 and SWIR2 was 1800 nm
VNIR dark signal subtracted
100 dark measurements taken Tue May 21 11:27:15 2024
DCC value was 0
Data is not compared to a white reference
There was a remote cosine receptor attached
Spectrum file is raw data with embedded reference
GPS-Latitude is S0
GPS-Longitude is E0
GPS-Altitude is 0
GPS-UTC is 00:00:00

Smart Detector
Serial#  0
Signal (A)  0.000E00
Dark (A)  0.000E00
Ref (A)  0.000E00
Status  0 - Uninitialized
Gain  E-4
Averaging  0
Temp (C)  0.0
Humid (%)  0.0

Wavelength	rad_sky-00073.asd
790	 0.611582232659511 
791	 0.606973167443318 
792	 0.602918686957593 
793	 0.599438604796592 
794	 0.597009221271926 
795	 0.596389599193078 
796	 0.59735846505963 
797	 0.599126480127532 
798	 0.600600386418756 
799	 0.600222079329128 
800	 0.597718182757286 
801	 0.594010686918829 
802	 0.591643605272129 
803	 0.589991883274056 
804	 0.588838001631338 
805	 0.588765222589743 
806	 0.589879739474855 
807	 0.590700629300624 
808	 0.589593033327031 
809	 0.585188338459395 
810	 0.579933402860456 
811	 0.57425564332897 
812	 0.566896559121668 
813	 0.553522387836076 
814	 0.534768416412303 
815	 0.513712348244597 
816	 0.495098604045995 
817	 0.483041565224483 
818	 0.478838737858215 
819	 0.482379386078501 
820	 0.492014299639016 
821	 0.499346539782961 
822	 0.498390969017603 
823	 0.49065553514044 
824	 0.489916568729384 
825	 0.50040998511102 
826	 0.514088525228726 
827	 0.520348980237693 
828	 0.516365226080171 
829	 0.511139079119779 
830	 0.509080750572493 
831	 0.51082866063899 
832	 0.513045908437337 
833	 0.515763748720686 
834	 0.519859593895877 
835	 0.526496540125882 
836	 0.53358821830062 
837	 0.539495373349597 
838	 0.54343588872629 
