
 <pre>


 \n INPUT PARAMETERS:\n
 RADIATION SCHEME:            2  streams\n
 w-grid:         461   289.500000       750.500000    
 equally spaced z-grid
 z-grid:          81   0.00000000       80.0000000    
  measurement point: index           1  altitude=   0.00000000    
 idate =     20240623  esfact(1) =   0.967984200    
 air temperature: USSA, 1976
 air concentrations: USSA, 1976
 ozone profile: USSA, 1976
 DATAE1/SUN/susim_hi.flx
 DATAE1/SUN/atlas3_1994_317_a.dat        
 DATAE1/SUN/neckel.flx                   
 DATAE1/SUN/sao2010.solref.converted     
 aerosols:  Elterman (1968) continental profile
 lat=   60.2091103      long=   24.9647408      ut=   12.3333330    
 405.75     406.75     5.210E-01  3.757E-01     8.967E-02   8.967E-01
 406.75     407.76     5.523E-01  3.946E-01     9.469E-02   9.469E-01
 407.76     408.76     5.491E-01  3.887E-01     9.378E-02   9.378E-01
 408.76     409.76     6.169E-01  4.327E-01     1.050E-01   1.050E+00
 409.76     410.76     4.972E-01  3.456E-01     8.428E-02   8.428E-01
 410.76     411.77     6.125E-01  4.220E-01     1.034E-01   1.034E+00
 411.77     412.77     6.182E-01  4.221E-01     1.040E-01   1.040E+00
 412.77     413.77     5.900E-01  3.993E-01     9.893E-02   9.893E-01
 413.77     414.77     6.122E-01  4.107E-01     1.023E-01   1.023E+00
 414.77     415.77     6.076E-01  4.040E-01     1.012E-01   1.012E+00
 415.77     416.78     6.497E-01  4.283E-01     1.078E-01   1.078E+00
 416.78     417.78     5.921E-01  3.869E-01     9.790E-02   9.790E-01
 417.78     418.78     6.167E-01  3.995E-01     1.016E-01   1.016E+00
 418.78     419.78     6.142E-01  3.945E-01     1.009E-01   1.009E+00
 419.78     420.78     5.992E-01  3.816E-01     9.808E-02   9.808E-01
 420.78     421.79     6.594E-01  4.164E-01     1.076E-01   1.076E+00
 421.79     422.79     6.252E-01  3.915E-01     1.017E-01   1.017E+00
 422.79     423.79     6.114E-01  3.797E-01     9.910E-02   9.910E-01
 423.79     424.79     6.542E-01  4.029E-01     1.057E-01   1.057E+00
 424.79     425.80     6.020E-01  3.677E-01     9.697E-02   9.697E-01
 425.80     426.80     6.471E-01  3.920E-01     1.039E-01   1.039E+00
 426.80     427.80     5.683E-01  3.415E-01     9.097E-02   9.097E-01
 427.80     428.80     6.324E-01  3.769E-01     1.009E-01   1.009E+00
 428.80     429.80     5.921E-01  3.501E-01     9.422E-02   9.422E-01
 429.80     430.81     4.527E-01  2.655E-01     7.182E-02   7.183E-01
 430.81     431.81     5.139E-01  2.991E-01     8.130E-02   8.130E-01
 431.81     432.81     6.452E-01  3.725E-01     1.018E-01   1.018E+00
 432.81     433.81     7.336E-01  4.202E-01     1.154E-01   1.154E+00
 433.81     434.82     5.715E-01  3.248E-01     8.963E-02   8.963E-01
 434.82     435.82     6.859E-01  3.868E-01     1.073E-01   1.073E+00
 435.82     436.82     7.535E-01  4.216E-01     1.175E-01   1.175E+00
 436.82     437.82     6.955E-01  3.862E-01     1.082E-01   1.082E+00
 437.82     438.82     6.456E-01  3.558E-01     1.001E-01   1.001E+00
 438.82     439.83     6.979E-01  3.817E-01     1.080E-01   1.080E+00
 439.83     440.83     7.015E-01  3.807E-01     1.082E-01   1.082E+00
 440.83     441.83     7.462E-01  4.020E-01     1.148E-01   1.148E+00
 441.83     442.83     7.922E-01  4.235E-01     1.216E-01   1.216E+00
 442.83     443.83     7.557E-01  4.010E-01     1.157E-01   1.157E+00
 443.83     444.84     8.019E-01  4.224E-01     1.224E-01   1.224E+00
 444.84     445.84     7.637E-01  3.994E-01     1.163E-01   1.163E+00
 445.84     446.84     7.370E-01  3.826E-01     1.120E-01   1.120E+00
 446.84     447.84     8.091E-01  4.170E-01     1.226E-01   1.226E+00
 447.84     448.85     8.088E-01  4.139E-01     1.223E-01   1.223E+00
 448.85     449.85     7.879E-01  4.002E-01     1.188E-01   1.188E+00
 449.85     450.85     8.606E-01  4.341E-01     1.295E-01   1.295E+00
 450.85     451.85     8.567E-01  4.290E-01     1.286E-01   1.286E+00
 451.85     452.85     8.212E-01  4.084E-01     1.230E-01   1.230E+00
 452.85     453.86     7.597E-01  3.752E-01     1.135E-01   1.135E+00
 453.86     454.86     8.458E-01  4.148E-01     1.261E-01   1.261E+00
 454.86     455.86     8.057E-01  3.924E-01     1.198E-01   1.198E+00
 455.86     456.86     8.606E-01  4.162E-01     1.277E-01   1.277E+00
 456.86     457.87     8.795E-01  4.224E-01     1.302E-01   1.302E+00
 457.87     458.87     8.249E-01  3.934E-01     1.218E-01   1.218E+00
 458.87     459.87     8.539E-01  4.045E-01     1.258E-01   1.258E+00
 459.87     460.87     8.454E-01  3.977E-01     1.243E-01   1.243E+00
 460.87     461.87     8.785E-01  4.105E-01     1.289E-01   1.289E+00
 461.87     462.88     8.812E-01  4.090E-01     1.290E-01   1.290E+00
 462.88     463.88     8.828E-01  4.070E-01     1.290E-01   1.290E+00
 463.88     464.88     8.449E-01  3.870E-01     1.232E-01   1.232E+00
 464.88     465.88     8.460E-01  3.850E-01     1.231E-01   1.231E+00
 465.88     466.88     8.636E-01  3.905E-01     1.254E-01   1.254E+00
 466.88     467.89     8.547E-01  3.839E-01     1.239E-01   1.239E+00
 467.89     468.89     8.538E-01  3.810E-01     1.235E-01   1.235E+00
 468.89     469.89     8.752E-01  3.880E-01     1.263E-01   1.263E+00
 469.89     470.89     8.187E-01  3.607E-01     1.179E-01   1.179E+00
 470.89     471.90     8.564E-01  3.749E-01     1.231E-01   1.231E+00
 471.90     472.90     9.070E-01  3.945E-01     1.302E-01   1.302E+00
 472.90     473.90     8.457E-01  3.655E-01     1.211E-01   1.211E+00
 473.90     474.90     9.090E-01  3.904E-01     1.299E-01   1.299E+00
 474.90     475.90     8.836E-01  3.771E-01     1.261E-01   1.261E+00
 475.90     476.91     8.724E-01  3.700E-01     1.242E-01   1.242E+00
 476.91     477.91     9.131E-01  3.848E-01     1.298E-01   1.298E+00
 477.91     478.91     9.064E-01  3.796E-01     1.286E-01   1.286E+00
 478.91     479.91     9.187E-01  3.823E-01     1.301E-01   1.301E+00
 479.91     480.92     8.989E-01  3.718E-01     1.271E-01   1.271E+00
 480.92     481.92     9.176E-01  3.772E-01     1.295E-01   1.295E+00
 481.92     482.92     9.161E-01  3.743E-01     1.290E-01   1.290E+00
 482.92     483.92     9.065E-01  3.681E-01     1.275E-01   1.275E+00
 483.92     484.92     8.858E-01  3.576E-01     1.243E-01   1.243E+00
 484.92     485.93     8.504E-01  3.413E-01     1.192E-01   1.192E+00
 485.93     486.93     7.044E-01  2.810E-01     9.855E-02   9.855E-01
 486.93     487.93     8.284E-01  3.286E-01     1.157E-01   1.157E+00
 487.93     488.93     8.744E-01  3.448E-01     1.219E-01   1.219E+00
 488.93     489.93     8.795E-01  3.448E-01     1.224E-01   1.224E+00
 489.93     490.94     9.251E-01  3.605E-01     1.286E-01   1.286E+00
 490.94     491.94     9.020E-01  3.495E-01     1.251E-01   1.251E+00
 491.94     492.94     8.249E-01  3.177E-01     1.143E-01   1.143E+00
 492.94     493.94     9.063E-01  3.471E-01     1.253E-01   1.253E+00
 493.94     494.95     9.048E-01  3.446E-01     1.249E-01   1.249E+00
 494.95     495.95     8.891E-01  3.366E-01     1.226E-01   1.226E+00
 495.95     496.95     9.335E-01  3.514E-01     1.285E-01   1.285E+00
 496.95     497.95     9.267E-01  3.469E-01     1.274E-01   1.274E+00
 497.95     498.95     8.498E-01  3.163E-01     1.166E-01   1.166E+00
 498.95     499.96     9.098E-01  3.367E-01     1.247E-01   1.247E+00
 499.96     500.96     8.419E-01  3.098E-01     1.152E-01   1.152E+00
 500.96     501.96     8.520E-01  3.117E-01     1.164E-01   1.164E+00
 501.96     502.96     8.536E-01  3.105E-01     1.164E-01   1.164E+00
 502.96     503.97     9.052E-01  3.274E-01     1.233E-01   1.233E+00
 503.97     504.97     8.598E-01  3.093E-01     1.169E-01   1.169E+00
 504.97     505.97     8.870E-01  3.173E-01     1.204E-01   1.204E+00
 505.97     506.97     9.129E-01  3.248E-01     1.238E-01   1.238E+00
 506.97     507.97     8.929E-01  3.160E-01     1.209E-01   1.209E+00
 507.97     508.98     8.535E-01  3.005E-01     1.154E-01   1.154E+00
 508.98     509.98     9.088E-01  3.183E-01     1.227E-01   1.227E+00
 509.98     510.98     8.643E-01  3.011E-01     1.165E-01   1.165E+00
 510.98     511.98     9.056E-01  3.138E-01     1.219E-01   1.219E+00
 511.98     512.98     8.762E-01  3.020E-01     1.178E-01   1.178E+00
 512.98     513.99     8.723E-01  2.991E-01     1.171E-01   1.171E+00
 513.99     514.99     8.340E-01  2.845E-01     1.119E-01   1.118E+00
 514.99     515.99     8.843E-01  3.000E-01     1.184E-01   1.184E+00
 515.99     516.99     8.017E-01  2.706E-01     1.072E-01   1.072E+00
 516.99     518.00     7.724E-01  2.593E-01     1.032E-01   1.032E+00
 518.00     519.00     7.830E-01  2.616E-01     1.045E-01   1.045E+00
 519.00     520.00     8.447E-01  2.807E-01     1.125E-01   1.125E+00
 520.00     521.00     8.640E-01  2.856E-01     1.150E-01   1.150E+00
 521.00     522.00     8.820E-01  2.901E-01     1.172E-01   1.172E+00
 522.00     523.01     8.666E-01  2.835E-01     1.150E-01   1.150E+00
 523.01     524.01     8.842E-01  2.877E-01     1.172E-01   1.172E+00
 524.01     525.01     9.209E-01  2.982E-01     1.219E-01   1.219E+00
 525.01     526.01     9.033E-01  2.910E-01     1.194E-01   1.194E+00
 526.01     527.02     8.293E-01  2.658E-01     1.095E-01   1.095E+00
 527.02     528.02     8.240E-01  2.628E-01     1.087E-01   1.087E+00
 528.02     529.02     8.943E-01  2.838E-01     1.178E-01   1.178E+00
 529.02     530.02     9.099E-01  2.872E-01     1.197E-01   1.197E+00
 530.02     531.02     9.207E-01  2.892E-01     1.210E-01   1.210E+00
 531.02     532.03     9.340E-01  2.919E-01     1.226E-01   1.226E+00
 532.03     533.03     8.523E-01  2.650E-01     1.117E-01   1.117E+00
 533.03     534.03     9.122E-01  2.823E-01     1.194E-01   1.194E+00
 534.03     535.03     8.858E-01  2.728E-01     1.159E-01   1.159E+00
 535.03     536.03     9.321E-01  2.857E-01     1.218E-01   1.218E+00
 536.03     537.04     9.054E-01  2.762E-01     1.182E-01   1.182E+00
 537.04     538.04     8.881E-01  2.697E-01     1.158E-01   1.158E+00
 538.04     539.04     9.150E-01  2.765E-01     1.192E-01   1.192E+00
 539.04     540.04     8.735E-01  2.628E-01     1.136E-01   1.136E+00
 540.04     541.05     8.676E-01  2.597E-01     1.127E-01   1.127E+00
 541.05     542.05     8.905E-01  2.653E-01     1.156E-01   1.156E+00
 542.05     543.05     9.132E-01  2.708E-01     1.184E-01   1.184E+00
 543.05     544.05     8.820E-01  2.603E-01     1.142E-01   1.142E+00
 544.05     545.05     9.130E-01  2.682E-01     1.181E-01   1.181E+00
 545.05     546.06     9.263E-01  2.707E-01     1.197E-01   1.197E+00
 546.06     547.06     9.197E-01  2.676E-01     1.187E-01   1.187E+00
 547.06     548.06     8.982E-01  2.602E-01     1.158E-01   1.158E+00
 548.06     549.06     9.181E-01  2.648E-01     1.183E-01   1.183E+00
 549.06     550.07     9.311E-01  2.673E-01     1.198E-01   1.198E+00
 550.07     551.07     9.235E-01  2.624E-01     1.186E-01   1.186E+00
 551.07     552.07     9.219E-01  2.607E-01     1.183E-01   1.183E+00
 552.07     553.07     9.101E-01  2.562E-01     1.166E-01   1.166E+00
 553.07     554.07     9.292E-01  2.605E-01     1.190E-01   1.190E+00
 554.07     555.08     9.350E-01  2.609E-01     1.196E-01   1.196E+00
 555.08     556.08     9.344E-01  2.596E-01     1.194E-01   1.194E+00
 556.08     557.08     9.117E-01  2.522E-01     1.164E-01   1.164E+00
 557.08     558.08     8.936E-01  2.460E-01     1.140E-01   1.140E+00
 558.08     559.08     8.799E-01  2.412E-01     1.121E-01   1.121E+00
 559.08     560.09     8.833E-01  2.410E-01     1.124E-01   1.124E+00
 560.09     561.09     9.023E-01  2.452E-01     1.147E-01   1.147E+00
 561.09     562.09     8.943E-01  2.419E-01     1.136E-01   1.136E+00
 562.09     563.09     9.000E-01  2.423E-01     1.142E-01   1.142E+00
 563.09     564.10     9.092E-01  2.437E-01     1.153E-01   1.153E+00
 564.10     565.10     9.110E-01  2.431E-01     1.154E-01   1.154E+00
 565.10     566.10     8.757E-01  2.327E-01     1.108E-01   1.108E+00
 566.10     567.10     8.962E-01  2.371E-01     1.133E-01   1.133E+00
 567.10     568.10     9.204E-01  2.425E-01     1.163E-01   1.163E+00
 568.10     569.11     8.866E-01  2.326E-01     1.119E-01   1.119E+00
 569.11     570.11     9.120E-01  2.382E-01     1.150E-01   1.150E+00
 570.11     571.11     8.744E-01  2.274E-01     1.102E-01   1.102E+00
 571.11     572.11     8.869E-01  2.297E-01     1.117E-01   1.117E+00
 572.11     573.12     9.287E-01  2.393E-01     1.168E-01   1.168E+00
 573.12     574.12     9.227E-01  2.370E-01     1.160E-01   1.160E+00
 574.12     575.12     9.177E-01  2.347E-01     1.152E-01   1.152E+00
 575.12     576.12     9.017E-01  2.297E-01     1.131E-01   1.131E+00
 576.12     577.12     9.095E-01  2.308E-01     1.140E-01   1.140E+00
 577.12     578.13     9.169E-01  2.317E-01     1.149E-01   1.149E+00
 578.13     579.13     8.813E-01  2.219E-01     1.103E-01   1.103E+00
 579.13     580.13     9.030E-01  2.265E-01     1.129E-01   1.129E+00
 580.13     581.13     9.080E-01  2.268E-01     1.135E-01   1.135E+00
 581.13     582.13     9.138E-01  2.274E-01     1.141E-01   1.141E+00
 582.13     583.14     9.251E-01  2.293E-01     1.154E-01   1.154E+00
 583.14     584.14     9.183E-01  2.267E-01     1.145E-01   1.145E+00
 584.14     585.14     9.207E-01  2.264E-01     1.147E-01   1.147E+00
 585.14     586.14     8.847E-01  2.167E-01     1.101E-01   1.101E+00
 586.14     587.15     9.077E-01  2.215E-01     1.129E-01   1.129E+00
 587.15     588.15     9.201E-01  2.237E-01     1.144E-01   1.144E+00
 588.15     589.15     8.822E-01  2.136E-01     1.096E-01   1.096E+00
 589.15     590.15     8.026E-01  1.936E-01     9.962E-02   9.962E-01
 590.15     591.15     9.110E-01  2.189E-01     1.130E-01   1.130E+00
 591.15     592.16     9.005E-01  2.157E-01     1.116E-01   1.116E+00
 592.16     593.16     9.094E-01  2.168E-01     1.126E-01   1.126E+00
 593.16     594.16     9.009E-01  2.139E-01     1.115E-01   1.115E+00
 594.16     595.16     8.986E-01  2.125E-01     1.111E-01   1.111E+00
 595.16     596.17     8.962E-01  2.111E-01     1.107E-01   1.107E+00
 596.17     597.17     9.074E-01  2.129E-01     1.120E-01   1.120E+00
 597.17     598.17     8.964E-01  2.095E-01     1.106E-01   1.106E+00
 598.17     599.17     8.837E-01  2.058E-01     1.090E-01   1.090E+00
 599.17     600.17     8.924E-01  2.070E-01     1.099E-01   1.099E+00
 600.17     601.18     8.772E-01  2.027E-01     1.080E-01   1.080E+00
 601.18     602.18     8.771E-01  2.019E-01     1.079E-01   1.079E+00
 602.18     603.18     8.702E-01  1.996E-01     1.070E-01   1.070E+00
 603.18     604.18     9.019E-01  2.061E-01     1.108E-01   1.108E+00
 604.18     605.18     8.974E-01  2.043E-01     1.102E-01   1.102E+00
 605.18     606.19     8.937E-01  2.028E-01     1.096E-01   1.096E+00
 606.19     607.19     8.952E-01  2.024E-01     1.098E-01   1.098E+00
 607.19     608.19     8.980E-01  2.016E-01     1.100E-01   1.100E+00
 608.19     609.19     8.919E-01  2.002E-01     1.092E-01   1.092E+00
 609.19     610.20     8.986E-01  2.011E-01     1.100E-01   1.100E+00
 610.20     611.20     8.781E-01  1.957E-01     1.074E-01   1.074E+00
 611.20     612.20     9.002E-01  2.000E-01     1.100E-01   1.100E+00
 612.20     613.20     8.793E-01  1.947E-01     1.074E-01   1.074E+00
 613.20     614.20     8.717E-01  1.924E-01     1.064E-01   1.064E+00
 614.20     615.21     8.858E-01  1.948E-01     1.081E-01   1.081E+00
 615.21     616.21     8.878E-01  1.946E-01     1.082E-01   1.082E+00
 616.21     617.21     8.320E-01  1.818E-01     1.014E-01   1.014E+00
 617.21     618.21     8.833E-01  1.923E-01     1.076E-01   1.076E+00
 618.21     619.22     8.999E-01  1.953E-01     1.095E-01   1.095E+00
 619.22     620.22     8.823E-01  1.908E-01     1.073E-01   1.073E+00
 620.22     621.22     9.078E-01  1.957E-01     1.104E-01   1.104E+00
 621.22     622.22     8.795E-01  1.889E-01     1.068E-01   1.068E+00
 622.22     623.22     8.926E-01  1.911E-01     1.084E-01   1.084E+00
 623.22     624.23     8.730E-01  1.863E-01     1.059E-01   1.059E+00
 624.23     625.23     8.713E-01  1.853E-01     1.057E-01   1.057E+00
 625.23     626.23     8.579E-01  1.819E-01     1.040E-01   1.040E+00
 626.23     627.23     8.897E-01  1.879E-01     1.078E-01   1.078E+00
 627.23     628.23     8.948E-01  1.884E-01     1.083E-01   1.083E+00
 628.23     629.24     8.977E-01  1.884E-01     1.086E-01   1.086E+00
 629.24     630.24     8.859E-01  1.853E-01     1.071E-01   1.071E+00
 630.24     631.24     8.794E-01  1.834E-01     1.063E-01   1.063E+00
 631.24     632.24     8.611E-01  1.790E-01     1.040E-01   1.040E+00
 632.24     633.25     8.887E-01  1.841E-01     1.073E-01   1.073E+00
 633.25     634.25     8.707E-01  1.798E-01     1.051E-01   1.051E+00
 634.25     635.25     8.830E-01  1.818E-01     1.065E-01   1.065E+00
 635.25     636.25     8.806E-01  1.807E-01     1.061E-01   1.061E+00
 636.25     637.25     8.750E-01  1.790E-01     1.054E-01   1.054E+00
 637.25     638.26     8.912E-01  1.817E-01     1.073E-01   1.073E+00
 638.26     639.26     8.935E-01  1.816E-01     1.075E-01   1.075E+00
 639.26     640.26     8.586E-01  1.740E-01     1.033E-01   1.033E+00
 640.26     641.26     8.794E-01  1.776E-01     1.057E-01   1.057E+00
 641.26     642.27     8.619E-01  1.736E-01     1.036E-01   1.036E+00
 642.27     643.27     8.773E-01  1.761E-01     1.053E-01   1.053E+00
 643.27     644.27     8.667E-01  1.735E-01     1.040E-01   1.040E+00
 644.27     645.27     8.766E-01  1.749E-01     1.051E-01   1.051E+00
 645.27     646.27     8.787E-01  1.748E-01     1.053E-01   1.053E+00
 646.27     647.28     8.662E-01  1.718E-01     1.038E-01   1.038E+00
