
 <pre>


 \n INPUT PARAMETERS:\n
 RADIATION SCHEME:            2  streams\n
 w-grid:         461   289.500000       750.500000    
 equally spaced z-grid
 z-grid:          81   0.00000000       80.0000000    
  measurement point: index           1  altitude=   0.00000000    
 idate =     20240623  esfact(1) =   0.967997134    
 air temperature: USSA, 1976
 air concentrations: USSA, 1976
 ozone profile: USSA, 1976
 DATAE1/SUN/susim_hi.flx
 DATAE1/SUN/atlas3_1994_317_a.dat        
 DATAE1/SUN/neckel.flx                   
 DATAE1/SUN/sao2010.solref.converted     
 aerosols:  Elterman (1968) continental profile
 lat=   60.2091103      long=   24.9647408      ut=   9.33333302    
 320.57     321.57     9.741E-02  1.903E-01     2.877E-02   2.877E-01
 321.57     322.57     1.077E-01  2.057E-01     3.134E-02   3.134E-01
 322.57     323.57     8.822E-02  1.661E-01     2.543E-02   2.543E-01
 323.57     324.58     1.166E-01  2.185E-01     3.351E-02   3.351E-01
 324.58     325.58     1.176E-01  2.146E-01     3.322E-02   3.322E-01
 325.58     326.58     1.636E-01  2.962E-01     4.598E-02   4.598E-01
 326.58     327.58     1.630E-01  2.914E-01     4.545E-02   4.545E-01
 327.58     328.58     1.553E-01  2.710E-01     4.263E-02   4.263E-01
 328.58     329.59     1.707E-01  2.960E-01     4.667E-02   4.667E-01
 329.59     330.59     1.936E-01  3.302E-01     5.238E-02   5.238E-01
 330.59     331.59     1.645E-01  2.747E-01     4.392E-02   4.392E-01
 331.59     332.59     1.753E-01  2.898E-01     4.651E-02   4.651E-01
 332.59     333.60     1.850E-01  3.013E-01     4.863E-02   4.863E-01
 333.60     334.60     1.700E-01  2.715E-01     4.415E-02   4.415E-01
 334.60     335.60     1.918E-01  3.028E-01     4.945E-02   4.945E-01
 335.60     336.60     1.673E-01  2.602E-01     4.275E-02   4.275E-01
 336.60     337.60     1.538E-01  2.348E-01     3.886E-02   3.886E-01
 337.60     338.61     1.884E-01  2.837E-01     4.721E-02   4.721E-01
 338.61     339.61     1.907E-01  2.832E-01     4.738E-02   4.738E-01
 339.61     340.61     2.215E-01  3.236E-01     5.451E-02   5.451E-01
 340.61     341.61     1.915E-01  2.758E-01     4.674E-02   4.674E-01
 341.61     342.62     2.134E-01  3.030E-01     5.165E-02   5.165E-01
 342.62     343.62     2.247E-01  3.142E-01     5.389E-02   5.389E-01
 343.62     344.62     1.686E-01  2.320E-01     4.006E-02   4.006E-01
 344.62     345.62     2.139E-01  2.905E-01     5.045E-02   5.045E-01
 345.62     346.62     2.066E-01  2.763E-01     4.829E-02   4.829E-01
 346.62     347.63     2.177E-01  2.871E-01     5.047E-02   5.047E-01
 347.63     348.63     2.029E-01  2.638E-01     4.667E-02   4.667E-01
 348.63     349.63     2.142E-01  2.747E-01     4.889E-02   4.889E-01
 349.63     350.63     2.417E-01  3.056E-01     5.473E-02   5.473E-01
 350.63     351.63     2.290E-01  2.856E-01     5.146E-02   5.146E-01
 351.63     352.64     2.395E-01  2.946E-01     5.342E-02   5.342E-01
 352.64     353.64     2.409E-01  2.923E-01     5.333E-02   5.333E-01
 353.64     354.64     2.766E-01  3.312E-01     6.078E-02   6.078E-01
 354.64     355.64     2.692E-01  3.181E-01     5.873E-02   5.873E-01
 355.64     356.65     2.700E-01  3.148E-01     5.848E-02   5.848E-01
 356.65     357.65     2.004E-01  2.306E-01     4.310E-02   4.310E-01
 357.65     358.65     1.935E-01  2.198E-01     4.134E-02   4.134E-01
 358.65     359.65     2.276E-01  2.552E-01     4.827E-02   4.827E-01
 359.65     360.65     2.907E-01  3.218E-01     6.126E-02   6.126E-01
 360.65     361.66     2.386E-01  2.607E-01     4.993E-02   4.993E-01
 361.66     362.66     2.401E-01  2.591E-01     4.992E-02   4.992E-01
 362.66     363.66     2.721E-01  2.900E-01     5.622E-02   5.622E-01
 363.66     364.66     2.900E-01  3.053E-01     5.953E-02   5.953E-01
 364.66     365.67     2.970E-01  3.088E-01     6.058E-02   6.058E-01
 365.67     366.67     3.684E-01  3.785E-01     7.469E-02   7.469E-01
 366.67     367.67     3.512E-01  3.564E-01     7.077E-02   7.077E-01
 367.67     368.67     3.207E-01  3.216E-01     6.424E-02   6.424E-01
 368.67     369.67     3.390E-01  3.359E-01     6.748E-02   6.748E-01
 369.67     370.68     3.639E-01  3.564E-01     7.203E-02   7.203E-01
 370.68     371.68     3.496E-01  3.384E-01     6.880E-02   6.880E-01
 371.68     372.68     3.051E-01  2.919E-01     5.970E-02   5.970E-01
 372.68     373.68     2.930E-01  2.770E-01     5.700E-02   5.700E-01
 373.68     374.68     2.906E-01  2.717E-01     5.623E-02   5.623E-01
 374.68     375.69     2.984E-01  2.758E-01     5.742E-02   5.742E-01
 375.69     376.69     3.257E-01  2.977E-01     6.234E-02   6.234E-01
 376.69     377.69     3.617E-01  3.269E-01     6.886E-02   6.886E-01
 377.69     378.69     4.528E-01  4.047E-01     8.574E-02   8.574E-01
 378.69     379.70     3.351E-01  2.963E-01     6.314E-02   6.314E-01
 379.70     380.70     3.614E-01  3.160E-01     6.774E-02   6.774E-01
 380.70     381.70     3.724E-01  3.221E-01     6.944E-02   6.944E-01
 381.70     382.70     2.810E-01  2.404E-01     5.215E-02   5.215E-01
 382.70     383.70     2.174E-01  1.840E-01     4.014E-02   4.014E-01
 383.70     384.71     2.735E-01  2.291E-01     5.026E-02   5.026E-01
 384.71     385.71     3.519E-01  2.917E-01     6.436E-02   6.436E-01
 385.71     386.71     3.085E-01  2.530E-01     5.614E-02   5.614E-01
 386.71     387.71     3.288E-01  2.669E-01     5.956E-02   5.956E-01
 387.71     388.72     3.224E-01  2.590E-01     5.814E-02   5.814E-01
 388.72     389.72     3.385E-01  2.692E-01     6.077E-02   6.077E-01
 389.72     390.72     3.990E-01  3.141E-01     7.131E-02   7.131E-01
 390.72     391.72     4.584E-01  3.572E-01     8.155E-02   8.155E-01
 391.72     392.72     3.936E-01  3.036E-01     6.972E-02   6.972E-01
 392.72     393.73     1.723E-01  1.316E-01     3.040E-02   3.040E-01
 393.73     394.73     3.025E-01  2.288E-01     5.313E-02   5.313E-01
 394.73     395.73     4.617E-01  3.458E-01     8.075E-02   8.075E-01
 395.73     396.73     3.602E-01  2.671E-01     6.273E-02   6.273E-01
 396.73     397.73     2.297E-01  1.688E-01     3.985E-02   3.985E-01
 397.73     398.74     5.202E-01  3.785E-01     8.987E-02   8.987E-01
 398.74     399.74     5.807E-01  4.184E-01     9.991E-02   9.991E-01
 399.74     400.74     5.867E-01  4.188E-01     1.005E-01   1.005E+00
 400.74     401.74     6.288E-01  4.446E-01     1.073E-01   1.073E+00
 401.74     402.75     6.292E-01  4.407E-01     1.070E-01   1.070E+00
 402.75     403.75     5.913E-01  4.104E-01     1.002E-01   1.002E+00
 403.75     404.75     6.074E-01  4.177E-01     1.025E-01   1.025E+00
 404.75     405.75     6.354E-01  4.330E-01     1.068E-01   1.068E+00
 405.75     406.75     5.739E-01  3.875E-01     9.614E-02   9.614E-01
 406.75     407.76     6.082E-01  4.069E-01     1.015E-01   1.015E+00
 407.76     408.76     6.045E-01  4.008E-01     1.005E-01   1.005E+00
 408.76     409.76     6.789E-01  4.462E-01     1.125E-01   1.125E+00
 409.76     410.76     5.470E-01  3.563E-01     9.034E-02   9.034E-01
 410.76     411.77     6.737E-01  4.350E-01     1.109E-01   1.109E+00
 411.77     412.77     6.798E-01  4.351E-01     1.115E-01   1.115E+00
 412.77     413.77     6.486E-01  4.115E-01     1.060E-01   1.060E+00
 413.77     414.77     6.728E-01  4.232E-01     1.096E-01   1.096E+00
 414.77     415.77     6.676E-01  4.163E-01     1.084E-01   1.084E+00
 415.77     416.78     7.137E-01  4.413E-01     1.155E-01   1.155E+00
 416.78     417.78     6.502E-01  3.987E-01     1.049E-01   1.049E+00
 417.78     418.78     6.770E-01  4.116E-01     1.089E-01   1.089E+00
 418.78     419.78     6.741E-01  4.064E-01     1.080E-01   1.080E+00
 419.78     420.78     6.575E-01  3.931E-01     1.051E-01   1.051E+00
 420.78     421.79     7.234E-01  4.289E-01     1.152E-01   1.152E+00
 421.79     422.79     6.857E-01  4.032E-01     1.089E-01   1.089E+00
 422.79     423.79     6.703E-01  3.910E-01     1.061E-01   1.061E+00
 423.79     424.79     7.171E-01  4.149E-01     1.132E-01   1.132E+00
 424.79     425.80     6.597E-01  3.786E-01     1.038E-01   1.038E+00
 425.80     426.80     7.090E-01  4.036E-01     1.113E-01   1.113E+00
 426.80     427.80     6.224E-01  3.515E-01     9.740E-02   9.740E-01
 427.80     428.80     6.925E-01  3.880E-01     1.081E-01   1.081E+00
 428.80     429.80     6.482E-01  3.604E-01     1.009E-01   1.009E+00
 429.80     430.81     4.955E-01  2.733E-01     7.688E-02   7.688E-01
 430.81     431.81     5.624E-01  3.078E-01     8.702E-02   8.702E-01
 431.81     432.81     7.059E-01  3.833E-01     1.089E-01   1.089E+00
 432.81     433.81     8.024E-01  4.324E-01     1.235E-01   1.235E+00
 433.81     434.82     6.250E-01  3.342E-01     9.592E-02   9.592E-01
 434.82     435.82     7.500E-01  3.980E-01     1.148E-01   1.148E+00
 435.82     436.82     8.237E-01  4.338E-01     1.257E-01   1.257E+00
 436.82     437.82     7.601E-01  3.973E-01     1.157E-01   1.157E+00
 437.82     438.82     7.055E-01  3.660E-01     1.071E-01   1.071E+00
 438.82     439.83     7.624E-01  3.926E-01     1.155E-01   1.155E+00
 439.83     440.83     7.662E-01  3.916E-01     1.158E-01   1.158E+00
 440.83     441.83     8.149E-01  4.134E-01     1.228E-01   1.228E+00
 441.83     442.83     8.649E-01  4.356E-01     1.300E-01   1.300E+00
 442.83     443.83     8.249E-01  4.124E-01     1.237E-01   1.237E+00
 443.83     444.84     8.752E-01  4.344E-01     1.310E-01   1.310E+00
 444.84     445.84     8.333E-01  4.107E-01     1.244E-01   1.244E+00
 445.84     446.84     8.041E-01  3.934E-01     1.197E-01   1.197E+00
 446.84     447.84     8.825E-01  4.288E-01     1.311E-01   1.311E+00
 447.84     448.85     8.820E-01  4.255E-01     1.307E-01   1.307E+00
 448.85     449.85     8.590E-01  4.115E-01     1.270E-01   1.270E+00
 449.85     450.85     9.381E-01  4.462E-01     1.384E-01   1.384E+00
 450.85     451.85     9.337E-01  4.410E-01     1.375E-01   1.375E+00
 451.85     452.85     8.949E-01  4.198E-01     1.315E-01   1.315E+00
 452.85     453.86     8.277E-01  3.856E-01     1.213E-01   1.213E+00
 453.86     454.86     9.214E-01  4.263E-01     1.348E-01   1.348E+00
 454.86     455.86     8.775E-01  4.032E-01     1.281E-01   1.281E+00
 455.86     456.86     9.371E-01  4.277E-01     1.365E-01   1.365E+00
 456.86     457.87     9.576E-01  4.341E-01     1.392E-01   1.392E+00
 457.87     458.87     8.980E-01  4.043E-01     1.302E-01   1.302E+00
 458.87     459.87     9.294E-01  4.156E-01     1.345E-01   1.345E+00
 459.87     460.87     9.200E-01  4.087E-01     1.329E-01   1.329E+00
 460.87     461.87     9.559E-01  4.218E-01     1.378E-01   1.378E+00
 461.87     462.88     9.587E-01  4.203E-01     1.379E-01   1.379E+00
 462.88     463.88     9.602E-01  4.182E-01     1.378E-01   1.378E+00
 463.88     464.88     9.189E-01  3.976E-01     1.316E-01   1.316E+00
 464.88     465.88     9.199E-01  3.955E-01     1.315E-01   1.315E+00
 465.88     466.88     9.389E-01  4.011E-01     1.340E-01   1.340E+00
 466.88     467.89     9.290E-01  3.943E-01     1.323E-01   1.323E+00
 467.89     468.89     9.280E-01  3.914E-01     1.319E-01   1.319E+00
 468.89     469.89     9.511E-01  3.985E-01     1.350E-01   1.350E+00
 469.89     470.89     8.896E-01  3.704E-01     1.260E-01   1.260E+00
 470.89     471.90     9.304E-01  3.850E-01     1.315E-01   1.315E+00
 471.90     472.90     9.852E-01  4.051E-01     1.390E-01   1.390E+00
 472.90     473.90     9.184E-01  3.753E-01     1.294E-01   1.294E+00
 473.90     474.90     9.871E-01  4.009E-01     1.388E-01   1.388E+00
 474.90     475.90     9.594E-01  3.872E-01     1.347E-01   1.347E+00
 475.90     476.91     9.472E-01  3.799E-01     1.327E-01   1.327E+00
 476.91     477.91     9.912E-01  3.951E-01     1.386E-01   1.386E+00
 477.91     478.91     9.838E-01  3.898E-01     1.374E-01   1.374E+00
 478.91     479.91     9.970E-01  3.926E-01     1.390E-01   1.390E+00
 479.91     480.92     9.755E-01  3.817E-01     1.357E-01   1.357E+00
 480.92     481.92     9.957E-01  3.873E-01     1.383E-01   1.383E+00
 481.92     482.92     9.939E-01  3.843E-01     1.378E-01   1.378E+00
 482.92     483.92     9.834E-01  3.780E-01     1.361E-01   1.361E+00
 483.92     484.92     9.607E-01  3.671E-01     1.328E-01   1.328E+00
 484.92     485.93     9.223E-01  3.504E-01     1.273E-01   1.273E+00
 485.93     486.93     7.638E-01  2.885E-01     1.052E-01   1.052E+00
 486.93     487.93     8.981E-01  3.373E-01     1.235E-01   1.235E+00
 487.93     488.93     9.479E-01  3.539E-01     1.302E-01   1.302E+00
 488.93     489.93     9.533E-01  3.539E-01     1.307E-01   1.307E+00
 489.93     490.94     1.003E+00  3.700E-01     1.373E-01   1.373E+00
 490.94     491.94     9.774E-01  3.587E-01     1.336E-01   1.336E+00
 491.94     492.94     8.937E-01  3.261E-01     1.220E-01   1.220E+00
 492.94     493.94     9.818E-01  3.562E-01     1.338E-01   1.338E+00
 493.94     494.95     9.801E-01  3.536E-01     1.334E-01   1.334E+00
 494.95     495.95     9.630E-01  3.455E-01     1.309E-01   1.309E+00
 495.95     496.95     1.011E+00  3.607E-01     1.372E-01   1.372E+00
 496.95     497.95     1.004E+00  3.560E-01     1.360E-01   1.360E+00
 497.95     498.95     9.201E-01  3.246E-01     1.245E-01   1.245E+00
 498.95     499.96     9.851E-01  3.455E-01     1.331E-01   1.331E+00
 499.96     500.96     9.115E-01  3.179E-01     1.229E-01   1.229E+00
 500.96     501.96     9.224E-01  3.199E-01     1.242E-01   1.242E+00
 501.96     502.96     9.240E-01  3.187E-01     1.243E-01   1.243E+00
 502.96     503.97     9.799E-01  3.360E-01     1.316E-01   1.316E+00
 503.97     504.97     9.306E-01  3.174E-01     1.248E-01   1.248E+00
 504.97     505.97     9.599E-01  3.256E-01     1.286E-01   1.286E+00
 505.97     506.97     9.879E-01  3.334E-01     1.321E-01   1.321E+00
 506.97     507.97     9.662E-01  3.244E-01     1.291E-01   1.291E+00
 507.97     508.98     9.234E-01  3.083E-01     1.232E-01   1.232E+00
 508.98     509.98     9.832E-01  3.266E-01     1.310E-01   1.310E+00
 509.98     510.98     9.348E-01  3.089E-01     1.244E-01   1.244E+00
 510.98     511.98     9.794E-01  3.220E-01     1.301E-01   1.301E+00
 511.98     512.98     9.475E-01  3.099E-01     1.257E-01   1.257E+00
 512.98     513.99     9.433E-01  3.069E-01     1.250E-01   1.250E+00
 513.99     514.99     9.018E-01  2.919E-01     1.194E-01   1.194E+00
 514.99     515.99     9.561E-01  3.080E-01     1.264E-01   1.264E+00
 515.99     516.99     8.666E-01  2.776E-01     1.144E-01   1.144E+00
 516.99     518.00     8.350E-01  2.660E-01     1.101E-01   1.101E+00
 518.00     519.00     8.464E-01  2.683E-01     1.115E-01   1.115E+00
 519.00     520.00     9.130E-01  2.880E-01     1.201E-01   1.201E+00
 520.00     521.00     9.338E-01  2.930E-01     1.227E-01   1.227E+00
 521.00     522.00     9.531E-01  2.976E-01     1.251E-01   1.251E+00
 522.00     523.01     9.364E-01  2.909E-01     1.227E-01   1.227E+00
 523.01     524.01     9.554E-01  2.953E-01     1.251E-01   1.251E+00
 524.01     525.01     9.950E-01  3.060E-01     1.301E-01   1.301E+00
 525.01     526.01     9.759E-01  2.986E-01     1.274E-01   1.274E+00
 526.01     527.02     8.960E-01  2.728E-01     1.169E-01   1.169E+00
 527.02     528.02     8.902E-01  2.696E-01     1.160E-01   1.160E+00
 528.02     529.02     9.662E-01  2.912E-01     1.257E-01   1.257E+00
 529.02     530.02     9.830E-01  2.948E-01     1.278E-01   1.278E+00
 530.02     531.02     9.945E-01  2.968E-01     1.291E-01   1.291E+00
 531.02     532.03     1.009E+00  2.996E-01     1.308E-01   1.308E+00
 532.03     533.03     9.205E-01  2.720E-01     1.193E-01   1.193E+00
 533.03     534.03     9.852E-01  2.897E-01     1.275E-01   1.275E+00
 534.03     535.03     9.566E-01  2.800E-01     1.237E-01   1.237E+00
 535.03     536.03     1.007E+00  2.932E-01     1.300E-01   1.300E+00
 536.03     537.04     9.775E-01  2.834E-01     1.261E-01   1.261E+00
 537.04     538.04     9.588E-01  2.767E-01     1.235E-01   1.235E+00
 538.04     539.04     9.878E-01  2.838E-01     1.272E-01   1.272E+00
 539.04     540.04     9.429E-01  2.696E-01     1.213E-01   1.213E+00
 540.04     541.05     9.364E-01  2.665E-01     1.203E-01   1.203E+00
 541.05     542.05     9.611E-01  2.723E-01     1.233E-01   1.233E+00
 542.05     543.05     9.857E-01  2.777E-01     1.263E-01   1.263E+00
 543.05     544.05     9.519E-01  2.671E-01     1.219E-01   1.219E+00
 544.05     545.05     9.853E-01  2.752E-01     1.260E-01   1.261E+00
 545.05     546.06     9.996E-01  2.779E-01     1.278E-01   1.278E+00
 546.06     547.06     9.924E-01  2.746E-01     1.267E-01   1.267E+00
 547.06     548.06     9.691E-01  2.670E-01     1.236E-01   1.236E+00
 548.06     549.06     9.906E-01  2.717E-01     1.262E-01   1.262E+00
 549.06     550.07     1.005E+00  2.743E-01     1.279E-01   1.279E+00
 550.07     551.07     9.962E-01  2.692E-01     1.265E-01   1.265E+00
 551.07     552.07     9.944E-01  2.676E-01     1.262E-01   1.262E+00
 552.07     553.07     9.816E-01  2.629E-01     1.245E-01   1.245E+00
 553.07     554.07     1.002E+00  2.672E-01     1.269E-01   1.269E+00
 554.07     555.08     1.008E+00  2.677E-01     1.276E-01   1.276E+00
 555.08     556.08     1.008E+00  2.662E-01     1.274E-01   1.274E+00
 556.08     557.08     9.831E-01  2.587E-01     1.242E-01   1.242E+00
 557.08     558.08     9.636E-01  2.524E-01     1.216E-01   1.216E+00
 558.08     559.08     9.488E-01  2.472E-01     1.196E-01   1.196E+00
 559.08     560.09     9.524E-01  2.473E-01     1.200E-01   1.200E+00
 560.09     561.09     9.729E-01  2.515E-01     1.224E-01   1.224E+00
 561.09     562.09     9.643E-01  2.482E-01     1.213E-01   1.213E+00
 562.09     563.09     9.704E-01  2.487E-01     1.219E-01   1.219E+00
 563.09     564.10     9.803E-01  2.501E-01     1.230E-01   1.230E+00
 564.10     565.10     9.822E-01  2.495E-01     1.232E-01   1.232E+00
 565.10     566.10     9.441E-01  2.388E-01     1.183E-01   1.183E+00
 566.10     567.10     9.662E-01  2.433E-01     1.210E-01   1.210E+00
 567.10     568.10     9.922E-01  2.483E-01     1.241E-01   1.241E+00
 568.10     569.11     9.557E-01  2.387E-01     1.194E-01   1.194E+00
 569.11     570.11     9.831E-01  2.445E-01     1.228E-01   1.228E+00
 570.11     571.11     9.425E-01  2.334E-01     1.176E-01   1.176E+00
 571.11     572.11     9.560E-01  2.358E-01     1.192E-01   1.192E+00
 572.11     573.12     1.001E+00  2.459E-01     1.247E-01   1.247E+00
 573.12     574.12     9.944E-01  2.433E-01     1.238E-01   1.238E+00
 574.12     575.12     9.890E-01  2.410E-01     1.230E-01   1.230E+00
 575.12     576.12     9.717E-01  2.358E-01     1.207E-01   1.207E+00
 576.12     577.12     9.801E-01  2.369E-01     1.217E-01   1.217E+00
 577.12     578.13     9.879E-01  2.378E-01     1.226E-01   1.226E+00
 578.13     579.13     9.495E-01  2.277E-01     1.177E-01   1.177E+00
 579.13     580.13     9.728E-01  2.324E-01     1.205E-01   1.205E+00
 580.13     581.13     9.781E-01  2.328E-01     1.211E-01   1.211E+00
 581.13     582.13     9.843E-01  2.333E-01     1.218E-01   1.218E+00
 582.13     583.14     9.963E-01  2.353E-01     1.232E-01   1.232E+00
 583.14     584.14     9.889E-01  2.326E-01     1.222E-01   1.222E+00
 584.14     585.14     9.915E-01  2.323E-01     1.224E-01   1.224E+00
 585.14     586.14     9.526E-01  2.224E-01     1.175E-01   1.175E+00
 586.14     587.15     9.773E-01  2.273E-01     1.205E-01   1.205E+00
 587.15     588.15     9.905E-01  2.295E-01     1.220E-01   1.220E+00
 588.15     589.15     9.497E-01  2.192E-01     1.169E-01   1.169E+00
 589.15     590.15     8.639E-01  1.986E-01     1.063E-01   1.063E+00
 590.15     591.15     9.806E-01  2.246E-01     1.205E-01   1.205E+00
 591.15     592.16     9.693E-01  2.211E-01     1.190E-01   1.190E+00
 592.16     593.16     9.788E-01  2.224E-01     1.201E-01   1.201E+00
 593.16     594.16     9.697E-01  2.195E-01     1.189E-01   1.189E+00
 594.16     595.16     9.672E-01  2.181E-01     1.185E-01   1.185E+00
 595.16     596.17     9.646E-01  2.167E-01     1.181E-01   1.181E+00
 596.17     597.17     9.766E-01  2.185E-01     1.195E-01   1.195E+00
 597.17     598.17     9.648E-01  2.150E-01     1.180E-01   1.180E+00
 598.17     599.17     9.512E-01  2.111E-01     1.162E-01   1.162E+00
 599.17     600.17     9.604E-01  2.124E-01     1.173E-01   1.173E+00
 600.17     601.18     9.441E-01  2.079E-01     1.152E-01   1.152E+00
 601.18     602.18     9.439E-01  2.072E-01     1.151E-01   1.151E+00
 602.18     603.18     9.364E-01  2.048E-01     1.141E-01   1.141E+00
 603.18     604.18     9.705E-01  2.115E-01     1.182E-01   1.182E+00
 604.18     605.18     9.656E-01  2.097E-01     1.175E-01   1.175E+00
 605.18     606.19     9.615E-01  2.080E-01     1.170E-01   1.170E+00
 606.19     607.19     9.631E-01  2.076E-01     1.171E-01   1.171E+00
 607.19     608.19     9.660E-01  2.075E-01     1.174E-01   1.174E+00
 608.19     609.19     9.593E-01  2.054E-01     1.165E-01   1.165E+00
 609.19     610.20     9.665E-01  2.063E-01     1.173E-01   1.173E+00
 610.20     611.20     9.443E-01  2.008E-01     1.145E-01   1.145E+00
 611.20     612.20     9.680E-01  2.053E-01     1.173E-01   1.173E+00
 612.20     613.20     9.454E-01  1.997E-01     1.145E-01   1.145E+00
 613.20     614.20     9.371E-01  1.973E-01     1.134E-01   1.134E+00
 614.20     615.21     9.522E-01  1.998E-01     1.152E-01   1.152E+00
 615.21     616.21     9.543E-01  1.996E-01     1.154E-01   1.154E+00
 616.21     617.21     8.942E-01  1.864E-01     1.081E-01   1.081E+00
 617.21     618.21     9.493E-01  1.972E-01     1.147E-01   1.147E+00
 618.21     619.22     9.670E-01  2.002E-01     1.167E-01   1.167E+00
 619.22     620.22     9.480E-01  1.955E-01     1.144E-01   1.144E+00
 620.22     621.22     9.754E-01  2.006E-01     1.176E-01   1.176E+00
 621.22     622.22     9.449E-01  1.937E-01     1.139E-01   1.139E+00
 622.22     623.22     9.589E-01  1.959E-01     1.155E-01   1.155E+00
 623.22     624.23     9.378E-01  1.910E-01     1.129E-01   1.129E+00
 624.23     625.23     9.359E-01  1.900E-01     1.126E-01   1.126E+00
 625.23     626.23     9.214E-01  1.864E-01     1.108E-01   1.108E+00
 626.23     627.23     9.555E-01  1.927E-01     1.148E-01   1.148E+00
 627.23     628.23     9.610E-01  1.931E-01     1.154E-01   1.154E+00
 628.23     629.24     9.640E-01  1.931E-01     1.157E-01   1.157E+00
 629.24     630.24     9.512E-01  1.900E-01     1.141E-01   1.141E+00
 630.24     631.24     9.442E-01  1.879E-01     1.132E-01   1.132E+00
 631.24     632.24     9.244E-01  1.835E-01     1.108E-01   1.108E+00
 632.24     633.25     9.540E-01  1.887E-01     1.143E-01   1.143E+00
 633.25     634.25     9.346E-01  1.843E-01     1.119E-01   1.119E+00
 634.25     635.25     9.477E-01  1.863E-01     1.134E-01   1.134E+00
 635.25     636.25     9.451E-01  1.852E-01     1.130E-01   1.130E+00
 636.25     637.25     9.390E-01  1.834E-01     1.122E-01   1.122E+00
 637.25     638.26     9.563E-01  1.862E-01     1.143E-01   1.143E+00
 638.26     639.26     9.588E-01  1.862E-01     1.145E-01   1.145E+00
 639.26     640.26     9.212E-01  1.783E-01     1.099E-01   1.099E+00
 640.26     641.26     9.435E-01  1.820E-01     1.125E-01   1.125E+00
 641.26     642.27     9.246E-01  1.778E-01     1.102E-01   1.102E+00
 642.27     643.27     9.410E-01  1.804E-01     1.121E-01   1.121E+00
 643.27     644.27     9.296E-01  1.777E-01     1.107E-01   1.107E+00
 644.27     645.27     9.401E-01  1.792E-01     1.119E-01   1.119E+00
 645.27     646.27     9.423E-01  1.789E-01     1.121E-01   1.121E+00
 646.27     647.28     9.289E-01  1.759E-01     1.105E-01   1.105E+00
