
 <pre>


 \n INPUT PARAMETERS:\n
 RADIATION SCHEME:            2  streams\n
 w-grid:         461   289.500000       750.500000    
 equally spaced z-grid
 z-grid:          81   0.00000000       80.0000000    
  measurement point: index           1  altitude=   0.00000000    
 idate =     20240623  esfact(1) =   0.967971444    
 air temperature: USSA, 1976
 air concentrations: USSA, 1976
 ozone profile: USSA, 1976
 DATAE1/SUN/susim_hi.flx
 DATAE1/SUN/atlas3_1994_317_a.dat        
 DATAE1/SUN/neckel.flx                   
 DATAE1/SUN/sao2010.solref.converted     
 aerosols:  Elterman (1968) continental profile
 lat=   60.2091103      long=   24.9647408      ut=   15.3333330    
 solar zenith angle =    62.1181755    
 \n SPECTRAL IRRADIANCE (W m-2 nm-1):\n
 LOWER WVL  UPPER WVL  DIRECT     DIFFUSE DOWN  DIFFUSE UP  TOTAL DOWNWELLING
 606.19     607.19     4.617E-01  1.626E-01     6.243E-02   6.243E-01
 607.19     608.19     4.636E-01  1.627E-01     6.263E-02   6.263E-01
 608.19     609.19     4.610E-01  1.611E-01     6.221E-02   6.221E-01
 609.19     610.20     4.650E-01  1.619E-01     6.269E-02   6.269E-01
 610.20     611.20     4.548E-01  1.578E-01     6.126E-02   6.126E-01
 611.20     612.20     4.668E-01  1.613E-01     6.281E-02   6.281E-01
 612.20     613.20     4.564E-01  1.571E-01     6.136E-02   6.136E-01
 613.20     614.20     4.530E-01  1.553E-01     6.083E-02   6.083E-01
 614.20     615.21     4.608E-01  1.574E-01     6.182E-02   6.182E-01
 615.21     616.21     4.623E-01  1.573E-01     6.196E-02   6.196E-01
 616.21     617.21     4.336E-01  1.470E-01     5.807E-02   5.807E-01
 617.21     618.21     4.609E-01  1.557E-01     6.165E-02   6.165E-01
 618.21     619.22     4.699E-01  1.581E-01     6.280E-02   6.280E-01
 619.22     620.22     4.611E-01  1.546E-01     6.157E-02   6.157E-01
 620.22     621.22     4.749E-01  1.586E-01     6.335E-02   6.335E-01
 621.22     622.22     4.604E-01  1.532E-01     6.136E-02   6.136E-01
 622.22     623.22     4.676E-01  1.550E-01     6.227E-02   6.227E-01
 623.22     624.23     4.578E-01  1.512E-01     6.089E-02   6.089E-01
 624.23     625.23     4.572E-01  1.504E-01     6.077E-02   6.077E-01
 625.23     626.23     4.506E-01  1.477E-01     5.983E-02   5.983E-01
 626.23     627.23     4.677E-01  1.528E-01     6.204E-02   6.204E-01
 627.23     628.23     4.708E-01  1.532E-01     6.240E-02   6.240E-01
 628.23     629.24     4.727E-01  1.533E-01     6.259E-02   6.259E-01
 629.24     630.24     4.668E-01  1.508E-01     6.177E-02   6.177E-01
 630.24     631.24     4.638E-01  1.493E-01     6.131E-02   6.131E-01
 631.24     632.24     4.545E-01  1.458E-01     6.003E-02   6.003E-01
 632.24     633.25     4.695E-01  1.501E-01     6.196E-02   6.196E-01
 633.25     634.25     4.604E-01  1.466E-01     6.070E-02   6.070E-01
 634.25     635.25     4.673E-01  1.483E-01     6.156E-02   6.156E-01
 635.25     636.25     4.664E-01  1.475E-01     6.139E-02   6.139E-01
 636.25     637.25     4.638E-01  1.462E-01     6.100E-02   6.100E-01
 637.25     638.26     4.728E-01  1.485E-01     6.213E-02   6.213E-01
 638.26     639.26     4.745E-01  1.485E-01     6.229E-02   6.229E-01
 639.26     640.26     4.563E-01  1.423E-01     5.986E-02   5.986E-01
 640.26     641.26     4.678E-01  1.454E-01     6.131E-02   6.131E-01
 641.26     642.27     4.588E-01  1.421E-01     6.009E-02   6.009E-01
 642.27     643.27     4.674E-01  1.442E-01     6.117E-02   6.117E-01
 643.27     644.27     4.621E-01  1.421E-01     6.043E-02   6.043E-01
 644.27     645.27     4.677E-01  1.433E-01     6.111E-02   6.111E-01
 645.27     646.27     4.692E-01  1.433E-01     6.125E-02   6.125E-01
 646.27     647.28     4.628E-01  1.409E-01     6.037E-02   6.037E-01
 647.28     648.28     4.699E-01  1.426E-01     6.125E-02   6.125E-01
 648.28     649.28     4.702E-01  1.422E-01     6.124E-02   6.124E-01
 649.28     650.28     4.409E-01  1.328E-01     5.737E-02   5.737E-01
 650.28     651.28     4.726E-01  1.419E-01     6.146E-02   6.146E-01
 651.28     652.29     4.673E-01  1.399E-01     6.072E-02   6.072E-01
 652.29     653.29     4.687E-01  1.398E-01     6.084E-02   6.084E-01
 653.29     654.29     4.682E-01  1.392E-01     6.074E-02   6.074E-01
 654.29     655.29     4.609E-01  1.365E-01     5.974E-02   5.974E-01
 655.29     656.30     4.326E-01  1.277E-01     5.603E-02   5.603E-01
 656.30     657.30     3.709E-01  1.092E-01     4.801E-02   4.801E-01
 657.30     658.30     4.536E-01  1.331E-01     5.867E-02   5.867E-01
 658.30     659.30     4.618E-01  1.350E-01     5.968E-02   5.968E-01
 659.30     660.30     4.527E-01  1.319E-01     5.847E-02   5.847E-01
 660.30     661.31     4.604E-01  1.338E-01     5.942E-02   5.942E-01
 661.31     662.31     4.658E-01  1.349E-01     6.007E-02   6.007E-01
 662.31     663.31     4.634E-01  1.337E-01     5.972E-02   5.972E-01
 663.31     664.31     4.538E-01  1.305E-01     5.843E-02   5.843E-01
 664.31     665.32     4.588E-01  1.316E-01     5.904E-02   5.904E-01
 665.32     666.32     4.638E-01  1.326E-01     5.963E-02   5.963E-01
 666.32     667.32     4.588E-01  1.307E-01     5.895E-02   5.895E-01
 667.32     668.32     4.609E-01  1.309E-01     5.918E-02   5.918E-01
 668.32     669.32     4.708E-01  1.333E-01     6.041E-02   6.041E-01
 669.32     670.33     4.675E-01  1.319E-01     5.995E-02   5.995E-01
 670.33     671.33     4.674E-01  1.315E-01     5.989E-02   5.989E-01
 671.33     672.33     4.612E-01  1.293E-01     5.905E-02   5.905E-01
 672.33     673.33     4.689E-01  1.311E-01     5.999E-02   5.999E-01
 673.33     674.33     4.707E-01  1.312E-01     6.019E-02   6.019E-01
 674.33     675.34     4.674E-01  1.298E-01     5.972E-02   5.972E-01
 675.34     676.34     4.700E-01  1.302E-01     6.001E-02   6.001E-01
 676.34     677.34     4.663E-01  1.287E-01     5.950E-02   5.950E-01
 677.34     678.34     4.672E-01  1.286E-01     5.957E-02   5.957E-01
 678.34     679.35     4.619E-01  1.267E-01     5.887E-02   5.887E-01
 679.35     680.35     4.601E-01  1.259E-01     5.859E-02   5.859E-01
 680.35     681.35     4.600E-01  1.254E-01     5.854E-02   5.854E-01
 681.35     682.35     4.633E-01  1.259E-01     5.892E-02   5.892E-01
 682.35     683.35     4.651E-01  1.261E-01     5.912E-02   5.912E-01
 683.35     684.36     4.600E-01  1.243E-01     5.842E-02   5.842E-01
 684.36     685.36     4.624E-01  1.246E-01     5.870E-02   5.870E-01
 685.36     686.36     4.598E-01  1.235E-01     5.833E-02   5.833E-01
 686.36     687.36     4.660E-01  1.248E-01     5.907E-02   5.907E-01
 687.36     688.37     4.630E-01  1.236E-01     5.866E-02   5.866E-01
 688.37     689.37     4.628E-01  1.232E-01     5.859E-02   5.859E-01
 689.37     690.37     4.632E-01  1.229E-01     5.861E-02   5.861E-01
 690.37     691.37     4.620E-01  1.222E-01     5.843E-02   5.843E-01
 691.37     692.37     4.575E-01  1.207E-01     5.782E-02   5.782E-01
 692.37     693.38     4.608E-01  1.212E-01     5.820E-02   5.820E-01
 693.38     694.38     4.641E-01  1.217E-01     5.858E-02   5.858E-01
 694.38     695.38     4.595E-01  1.201E-01     5.796E-02   5.796E-01
 695.38     696.38     4.645E-01  1.211E-01     5.856E-02   5.856E-01
 696.38     697.38     4.655E-01  1.210E-01     5.865E-02   5.865E-01
 697.38     698.39     4.529E-01  1.174E-01     5.703E-02   5.703E-01
 698.39     699.39     4.666E-01  1.206E-01     5.872E-02   5.872E-01
 699.39     700.39     4.628E-01  1.192E-01     5.820E-02   5.820E-01
 700.39     701.39     4.563E-01  1.172E-01     5.735E-02   5.735E-01
 701.39     702.40     4.535E-01  1.162E-01     5.697E-02   5.697E-01
 702.40     703.40     4.540E-01  1.160E-01     5.699E-02   5.699E-01
 703.40     704.40     4.551E-01  1.159E-01     5.710E-02   5.710E-01
 704.40     705.40     4.635E-01  1.177E-01     5.813E-02   5.813E-01
 705.40     706.40     4.560E-01  1.155E-01     5.715E-02   5.715E-01
 706.40     707.41     4.550E-01  1.149E-01     5.699E-02   5.699E-01
 707.41     708.41     4.609E-01  1.160E-01     5.769E-02   5.769E-01
 708.41     709.41     4.476E-01  1.124E-01     5.600E-02   5.600E-01
 709.41     710.41     4.542E-01  1.137E-01     5.679E-02   5.679E-01
 710.41     711.42     4.533E-01  1.132E-01     5.664E-02   5.664E-01
 711.42     712.42     4.485E-01  1.117E-01     5.602E-02   5.602E-01
 712.42     713.42     4.463E-01  1.108E-01     5.570E-02   5.570E-01
 713.42     714.42     4.525E-01  1.120E-01     5.645E-02   5.645E-01
 714.42     715.42     4.421E-01  1.091E-01     5.513E-02   5.513E-01
 715.42     716.43     4.512E-01  1.111E-01     5.623E-02   5.623E-01
 716.43     717.43     4.423E-01  1.086E-01     5.509E-02   5.509E-01
 717.43     718.43     4.430E-01  1.084E-01     5.514E-02   5.514E-01
 718.43     719.43     4.395E-01  1.073E-01     5.469E-02   5.469E-01
 719.43     720.43     4.392E-01  1.069E-01     5.462E-02   5.462E-01
 720.43     721.44     4.388E-01  1.065E-01     5.453E-02   5.453E-01
 721.44     722.44     4.405E-01  1.067E-01     5.472E-02   5.472E-01
 722.44     723.44     4.399E-01  1.062E-01     5.462E-02   5.462E-01
 723.44     724.44     4.421E-01  1.065E-01     5.486E-02   5.486E-01
 724.44     725.45     4.401E-01  1.057E-01     5.457E-02   5.457E-01
 725.45     726.45     4.386E-01  1.051E-01     5.437E-02   5.437E-01
 726.45     727.45     4.422E-01  1.056E-01     5.478E-02   5.478E-01
 727.45     728.45     4.393E-01  1.047E-01     5.440E-02   5.440E-01
 728.45     729.45     4.237E-01  1.007E-01     5.244E-02   5.244E-01
 729.45     730.46     4.344E-01  1.029E-01     5.373E-02   5.373E-01
 730.46     731.46     4.316E-01  1.020E-01     5.336E-02   5.336E-01
 731.46     732.46     4.374E-01  1.031E-01     5.405E-02   5.405E-01
 732.46     733.46     4.305E-01  1.012E-01     5.317E-02   5.317E-01
 733.46     734.47     4.388E-01  1.029E-01     5.417E-02   5.417E-01
 734.47     735.47     4.331E-01  1.013E-01     5.343E-02   5.343E-01
 735.47     736.47     4.293E-01  1.001E-01     5.295E-02   5.295E-01
 736.47     737.47     4.334E-01  1.008E-01     5.342E-02   5.342E-01
 737.47     738.47     4.320E-01  1.002E-01     5.322E-02   5.322E-01
 738.47     739.48     4.185E-01  9.683E-02     5.153E-02   5.153E-01
 739.48     740.48     4.245E-01  9.796E-02     5.224E-02   5.224E-01
 740.48     741.48     4.204E-01  9.678E-02     5.172E-02   5.172E-01
 741.48     742.48     4.187E-01  9.612E-02     5.148E-02   5.148E-01
 742.48     743.48     4.268E-01  9.773E-02     5.245E-02   5.245E-01
 743.48     744.49     4.299E-01  9.819E-02     5.281E-02   5.281E-01
 744.49     745.49     4.230E-01  9.636E-02     5.194E-02   5.194E-01
 745.49     746.49     4.272E-01  9.706E-02     5.242E-02   5.242E-01
 746.49     747.49     4.321E-01  9.792E-02     5.300E-02   5.300E-01
 747.49     748.50     4.277E-01  9.667E-02     5.243E-02   5.243E-01
 748.50     749.50     4.286E-01  9.664E-02     5.252E-02   5.252E-01
 749.50     750.50     4.229E-01  9.510E-02     5.180E-02   5.180E-01
