 
 
 
 INPUT PARAMETERS:

 RADIATION SCHEME:             4  streams

 w-grid:          561    280.0000        420.0000    
 equally spaced z-grid
 z-grid:           81    0.000000        80.00000    
  measurement point: index            1  altitude=    0.000000    
 idate =      20150630  esfact(1) =     1.000000    
 air temperature: USSA, 1976
 air concentrations: USSA, 1976
 ozone profile: USSA, 1976
 DATAE1/SUN/susim_hi.flx
 DATAE1/SUN/atlas3_1994_317_a.dat        
 DATAE1/SUN/neckel.flx                   
 DATAE1/SUN/sao2010.solref.converted     
 aerosols:  Elterman (1968) continental profile
 solar zenith angle =     60.00000    
 
 SPECTRAL IRRADIANCE (W m-2 nm-1):

 LOWER WVL  UPPER WVL  DIRECT     DIFFUSE DOWN  DIFFUSE UP  TOTAL DOWNWELLING
 289.50     289.75     2.314E-09  8.961E-08     9.193E-09   9.193E-08
 289.75     290.00     3.916E-09  1.377E-07     1.416E-08   1.416E-07
 290.00     290.25     6.475E-09  2.124E-07     2.189E-08   2.189E-07
 290.25     290.50     8.991E-09  2.721E-07     2.811E-08   2.811E-07
 290.50     290.75     1.228E-08  3.497E-07     3.619E-08   3.619E-07
 290.75     291.00     1.676E-08  4.424E-07     4.592E-08   4.592E-07
 291.00     291.25     2.632E-08  6.377E-07     6.640E-08   6.640E-07
 291.25     291.50     4.847E-08  1.078E-06     1.126E-07   1.126E-06
 291.50     291.75     6.997E-08  1.421E-06     1.491E-07   1.491E-06
 291.75     292.00     1.103E-07  2.083E-06     2.193E-07   2.193E-06
 292.00     292.25     1.740E-07  3.123E-06     3.297E-07   3.297E-06
 292.25     292.50     2.025E-07  3.475E-06     3.678E-07   3.678E-06
 292.50     292.75     2.073E-07  3.471E-06     3.678E-07   3.678E-06
 292.75     293.00     2.505E-07  4.040E-06     4.290E-07   4.290E-06
 293.00     293.25     5.400E-07  8.260E-06     8.800E-07   8.800E-06
 293.25     293.50     8.266E-07  1.203E-05     1.286E-06   1.286E-05
 293.50     293.75     1.219E-06  1.692E-05     1.813E-06   1.813E-05
 293.75     294.00     1.148E-06  1.534E-05     1.649E-06   1.649E-05
 294.00     294.25     1.627E-06  2.130E-05     2.292E-06   2.292E-05
 294.25     294.50     2.394E-06  3.062E-05     3.301E-06   3.301E-05
 294.50     294.75     3.201E-06  3.990E-05     4.310E-06   4.310E-05
 294.75     295.00     2.261E-06  2.745E-05     2.971E-06   2.971E-05
 295.00     295.25     4.820E-06  5.696E-05     6.178E-06   6.178E-05
 295.25     295.50     7.445E-06  8.535E-05     9.280E-06   9.280E-05
 295.50     295.75     1.085E-05  1.214E-04     1.323E-05   1.323E-04
 295.75     296.00     1.233E-05  1.356E-04     1.480E-05   1.480E-04
 296.00     296.25     1.510E-05  1.627E-04     1.778E-05   1.778E-04
 296.25     296.50     2.692E-05  2.842E-04     3.112E-05   3.112E-04
 296.50     296.75     1.529E-05  1.596E-04     1.749E-05   1.749E-04
 296.75     297.00     1.955E-05  2.016E-04     2.211E-05   2.211E-04
 297.00     297.25     2.407E-05  2.438E-04     2.678E-05   2.678E-04
 297.25     297.50     3.044E-05  3.036E-04     3.341E-05   3.341E-04
 297.50     297.75     6.161E-05  6.057E-04     6.674E-05   6.674E-04
 297.75     298.00     9.427E-05  9.148E-04     1.009E-04   1.009E-03
 298.00     298.25     6.880E-05  6.599E-04     7.287E-05   7.287E-04
 298.25     298.50     5.537E-05  5.255E-04     5.808E-05   5.808E-04
 298.50     298.75     6.300E-05  5.918E-04     6.548E-05   6.548E-04
 298.75     299.00     9.490E-05  8.832E-04     9.781E-05   9.781E-04
 299.00     299.25     1.698E-04  1.563E-03     1.733E-04   1.733E-03
 299.25     299.50     1.643E-04  1.497E-03     1.661E-04   1.661E-03
 299.50     299.75     1.619E-04  1.462E-03     1.623E-04   1.623E-03
 299.75     300.00     2.766E-04  2.476E-03     2.752E-04   2.752E-03
 300.00     300.25     1.222E-04  1.085E-03     1.207E-04   1.207E-03
 300.25     300.50     1.613E-04  1.421E-03     1.582E-04   1.582E-03
 300.50     300.75     3.376E-04  2.950E-03     3.287E-04   3.287E-03
 300.75     301.00     2.451E-04  2.125E-03     2.371E-04   2.371E-03
 301.00     301.25     4.443E-04  3.825E-03     4.270E-04   4.270E-03
 301.25     301.50     4.988E-04  4.266E-03     4.764E-04   4.764E-03
 301.50     301.75     5.886E-04  5.000E-03     5.588E-04   5.588E-03
 301.75     302.00     4.472E-04  3.771E-03     4.218E-04   4.218E-03
 302.00     302.25     2.417E-04  2.024E-03     2.266E-04   2.266E-03
 302.25     302.50     7.500E-04  6.239E-03     6.989E-04   6.989E-03
 302.50     302.75     6.254E-04  5.172E-03     5.797E-04   5.797E-03
 302.75     303.00     1.341E-03  1.103E-02     1.237E-03   1.237E-02
 303.00     303.25     1.078E-03  8.822E-03     9.899E-04   9.899E-03
 303.25     303.50     1.641E-03  1.335E-02     1.499E-03   1.499E-02
 303.50     303.75     1.721E-03  1.391E-02     1.563E-03   1.563E-02
 303.75     304.00     1.007E-03  8.091E-03     9.098E-04   9.098E-03
 304.00     304.25     1.457E-03  1.162E-02     1.308E-03   1.308E-02
 304.25     304.50     1.474E-03  1.169E-02     1.317E-03   1.317E-02
 304.50     304.75     2.218E-03  1.751E-02     1.973E-03   1.973E-02
 304.75     305.00     1.345E-03  1.057E-02     1.192E-03   1.192E-02
 305.00     305.25     2.458E-03  1.926E-02     2.171E-03   2.171E-02
 305.25     305.50     3.162E-03  2.466E-02     2.782E-03   2.782E-02
 305.50     305.75     2.629E-03  2.038E-02     2.300E-03   2.300E-02
 305.75     306.00     1.384E-03  1.066E-02     1.204E-03   1.204E-02
 306.00     306.25     2.558E-03  1.958E-02     2.214E-03   2.214E-02
 306.25     306.50     2.951E-03  2.243E-02     2.538E-03   2.538E-02
 306.50     306.75     2.646E-03  2.003E-02     2.267E-03   2.267E-02
 306.75     307.00     2.651E-03  1.997E-02     2.262E-03   2.262E-02
 307.00     307.25     4.359E-03  3.274E-02     3.710E-03   3.710E-02
 307.25     307.50     4.239E-03  3.174E-02     3.598E-03   3.598E-02
 307.50     307.75     4.091E-03  3.050E-02     3.459E-03   3.459E-02
 307.75     308.00     4.594E-03  3.403E-02     3.863E-03   3.863E-02
 308.00     308.25     5.262E-03  3.870E-02     4.396E-03   4.396E-02
 308.25     308.50     3.772E-03  2.759E-02     3.137E-03   3.137E-02
 308.50     308.75     6.730E-03  4.900E-02     5.573E-03   5.573E-02
 308.75     309.00     4.751E-03  3.436E-02     3.911E-03   3.911E-02
 309.00     309.25     4.451E-03  3.203E-02     3.648E-03   3.648E-02
 309.25     309.50     3.559E-03  2.553E-02     2.909E-03   2.909E-02
 309.50     309.75     6.356E-03  4.556E-02     5.191E-03   5.191E-02
 309.75     310.00     5.251E-03  3.747E-02     4.273E-03   4.273E-02
 310.00     310.25     3.437E-03  2.437E-02     2.781E-03   2.781E-02
 310.25     310.50     6.353E-03  4.471E-02     5.106E-03   5.106E-02
 310.50     310.75     8.422E-03  5.905E-02     6.747E-03   6.747E-02
 310.75     311.00     1.023E-02  7.137E-02     8.160E-03   8.160E-02
 311.00     311.25     9.663E-03  6.703E-02     7.670E-03   7.670E-02
 311.25     311.50     9.937E-03  6.841E-02     7.835E-03   7.835E-02
 311.50     311.75     9.779E-03  6.699E-02     7.677E-03   7.677E-02
 311.75     312.00     8.426E-03  5.761E-02     6.603E-03   6.603E-02
 312.00     312.25     8.246E-03  5.620E-02     6.444E-03   6.444E-02
 312.25     312.50     9.958E-03  6.756E-02     7.752E-03   7.752E-02
 312.50     312.75     1.024E-02  6.917E-02     7.940E-03   7.940E-02
 312.75     313.00     1.113E-02  7.482E-02     8.595E-03   8.595E-02
 313.00     313.25     1.163E-02  7.776E-02     8.939E-03   8.939E-02
 313.25     313.50     1.059E-02  7.020E-02     8.079E-03   8.079E-02
 313.50     313.75     1.063E-02  6.989E-02     8.052E-03   8.052E-02
 313.75     314.00     1.347E-02  8.821E-02     1.017E-02   1.017E-01
 314.00     314.25     1.428E-02  9.331E-02     1.076E-02   1.076E-01
 314.25     314.50     1.112E-02  7.256E-02     8.369E-03   8.369E-02
 314.50     314.75     9.672E-03  6.294E-02     7.261E-03   7.261E-02
 314.75     315.00     1.354E-02  8.754E-02     1.011E-02   1.011E-01
 315.00     315.25     1.518E-02  9.758E-02     1.128E-02   1.128E-01
 315.25     315.50     1.551E-02  9.891E-02     1.144E-02   1.144E-01
 315.50     315.75     1.300E-02  8.197E-02     9.497E-03   9.497E-02
 315.75     316.00     8.209E-03  5.165E-02     5.986E-03   5.986E-02
 316.00     316.25     9.715E-03  6.105E-02     7.076E-03   7.076E-02
 316.25     316.50     1.422E-02  8.896E-02     1.032E-02   1.032E-01
 316.50     316.75     1.404E-02  8.755E-02     1.016E-02   1.016E-01
 316.75     317.00     1.652E-02  1.026E-01     1.191E-02   1.191E-01
 317.00     317.25     1.980E-02  1.217E-01     1.415E-02   1.415E-01
 317.25     317.50     2.104E-02  1.287E-01     1.497E-02   1.497E-01
 317.50     317.75     1.907E-02  1.155E-01     1.346E-02   1.346E-01
 317.75     318.00     1.857E-02  1.120E-01     1.306E-02   1.306E-01
 318.00     318.25     1.177E-02  7.082E-02     8.260E-03   8.260E-02
 318.25     318.50     1.473E-02  8.840E-02     1.031E-02   1.031E-01
 318.50     318.75     1.827E-02  1.094E-01     1.276E-02   1.276E-01
 318.75     319.00     2.016E-02  1.202E-01     1.404E-02   1.404E-01
 319.00     319.25     2.430E-02  1.442E-01     1.685E-02   1.685E-01
 319.25     319.50     1.412E-02  8.297E-02     9.710E-03   9.710E-02
 319.50     319.75     1.907E-02  1.109E-01     1.299E-02   1.299E-01
 319.75     320.00     2.335E-02  1.352E-01     1.585E-02   1.585E-01
 320.00     320.25     2.059E-02  1.181E-01     1.387E-02   1.387E-01
 320.25     320.50     2.498E-02  1.432E-01     1.681E-02   1.681E-01
 320.50     320.75     2.882E-02  1.649E-01     1.937E-02   1.937E-01
 320.75     321.00     2.692E-02  1.536E-01     1.806E-02   1.806E-01
 321.00     321.25     2.139E-02  1.217E-01     1.431E-02   1.431E-01
 321.25     321.50     1.815E-02  1.026E-01     1.208E-02   1.208E-01
 321.50     321.75     2.336E-02  1.313E-01     1.547E-02   1.547E-01
 321.75     322.00     2.614E-02  1.458E-01     1.720E-02   1.720E-01
 322.00     322.25     2.715E-02  1.493E-01     1.765E-02   1.765E-01
 322.25     322.50     2.147E-02  1.177E-01     1.392E-02   1.392E-01
 322.50     322.75     2.254E-02  1.228E-01     1.454E-02   1.454E-01
 322.75     323.00     1.906E-02  1.032E-01     1.223E-02   1.223E-01
 323.00     323.25     2.004E-02  1.085E-01     1.285E-02   1.285E-01
 323.25     323.50     2.726E-02  1.474E-01     1.747E-02   1.747E-01
 323.50     323.75     2.212E-02  1.193E-01     1.414E-02   1.414E-01
 323.75     324.00     2.784E-02  1.495E-01     1.773E-02   1.773E-01
 324.00     324.25     2.999E-02  1.599E-01     1.898E-02   1.899E-01
 324.25     324.50     2.820E-02  1.492E-01     1.774E-02   1.774E-01
 324.50     324.75     3.336E-02  1.754E-01     2.088E-02   2.088E-01
 324.75     325.00     2.486E-02  1.290E-01     1.539E-02   1.539E-01
 325.00     325.25     2.724E-02  1.407E-01     1.680E-02   1.680E-01
 325.25     325.50     3.084E-02  1.590E-01     1.898E-02   1.898E-01
 325.50     325.75     3.645E-02  1.866E-01     2.231E-02   2.231E-01
 325.75     326.00     3.847E-02  1.965E-01     2.350E-02   2.350E-01
 326.00     326.25     4.303E-02  2.192E-01     2.622E-02   2.622E-01
 326.25     326.50     4.110E-02  2.085E-01     2.496E-02   2.496E-01
 326.50     326.75     3.702E-02  1.870E-01     2.240E-02   2.240E-01
 326.75     327.00     4.457E-02  2.240E-01     2.685E-02   2.685E-01
 327.00     327.25     3.822E-02  1.905E-01     2.287E-02   2.287E-01
 327.25     327.50     3.978E-02  1.969E-01     2.367E-02   2.367E-01
 327.50     327.75     4.172E-02  2.056E-01     2.473E-02   2.473E-01
 327.75     328.00     3.726E-02  1.817E-01     2.190E-02   2.190E-01
 328.00     328.25     3.783E-02  1.832E-01     2.211E-02   2.211E-01
 328.25     328.50     3.812E-02  1.842E-01     2.224E-02   2.224E-01
 328.50     328.75     3.922E-02  1.890E-01     2.283E-02   2.283E-01
 328.75     329.00     3.234E-02  1.554E-01     1.877E-02   1.877E-01
 329.00     329.25     4.899E-02  2.344E-01     2.834E-02   2.834E-01
 329.25     329.50     4.847E-02  2.308E-01     2.793E-02   2.793E-01
 329.50     329.75     4.966E-02  2.352E-01     2.849E-02   2.849E-01
 329.75     330.00     4.975E-02  2.343E-01     2.841E-02   2.841E-01
 330.00     330.25     5.753E-02  2.694E-01     3.269E-02   3.269E-01
 330.25     330.50     4.316E-02  2.003E-01     2.434E-02   2.434E-01
 330.50     330.75     3.851E-02  1.778E-01     2.163E-02   2.163E-01
 330.75     331.00     4.282E-02  1.968E-01     2.396E-02   2.396E-01
 331.00     331.25     4.717E-02  2.150E-01     2.621E-02   2.621E-01
 331.25     331.50     4.420E-02  2.006E-01     2.448E-02   2.448E-01
 331.50     331.75     4.193E-02  1.897E-01     2.316E-02   2.316E-01
 331.75     332.00     4.974E-02  2.242E-01     2.739E-02   2.739E-01
 332.00     332.25     4.812E-02  2.160E-01     2.641E-02   2.641E-01
 332.25     332.50     3.855E-02  1.722E-01     2.108E-02   2.108E-01
 332.50     332.75     5.300E-02  2.356E-01     2.886E-02   2.886E-01
 332.75     333.00     4.492E-02  1.986E-01     2.435E-02   2.435E-01
 333.00     333.25     4.618E-02  2.030E-01     2.492E-02   2.492E-01
 333.25     333.50     4.884E-02  2.135E-01     2.624E-02   2.624E-01
 333.50     333.75     3.869E-02  1.679E-01     2.066E-02   2.066E-01
 333.75     334.00     4.259E-02  1.836E-01     2.262E-02   2.262E-01
 334.00     334.25     4.922E-02  2.114E-01     2.606E-02   2.606E-01
 334.25     334.50     4.575E-02  1.958E-01     2.415E-02   2.415E-01
 334.50     334.75     5.581E-02  2.378E-01     2.936E-02   2.936E-01
 334.75     335.00     4.998E-02  2.120E-01     2.619E-02   2.619E-01
 335.00     335.25     4.378E-02  1.848E-01     2.286E-02   2.286E-01
 335.25     335.50     5.451E-02  2.290E-01     2.835E-02   2.835E-01
 335.50     335.75     5.756E-02  2.406E-01     2.982E-02   2.982E-01
 335.75     336.00     5.179E-02  2.154E-01     2.672E-02   2.672E-01
 336.00     336.25     2.428E-02  1.005E-01     1.248E-02   1.248E-01
 336.25     336.50     4.325E-02  1.780E-01     2.212E-02   2.212E-01
 336.50     336.75     5.588E-02  2.286E-01     2.845E-02   2.845E-01
 336.75     337.00     4.158E-02  1.693E-01     2.109E-02   2.109E-01
 337.00     337.25     3.597E-02  1.456E-01     1.815E-02   1.815E-01
 337.25     337.50     3.901E-02  1.569E-01     1.959E-02   1.959E-01
 337.50     337.75     5.305E-02  2.126E-01     2.656E-02   2.656E-01
 337.75     338.00     5.621E-02  2.243E-01     2.805E-02   2.805E-01
 338.00     338.25     3.646E-02  1.449E-01     1.813E-02   1.813E-01
 338.25     338.50     5.117E-02  2.024E-01     2.536E-02   2.536E-01
 338.50     338.75     5.855E-02  2.306E-01     2.891E-02   2.891E-01
 338.75     339.00     5.195E-02  2.036E-01     2.555E-02   2.555E-01
 339.00     339.25     5.941E-02  2.317E-01     2.911E-02   2.911E-01
 339.25     339.50     4.278E-02  1.660E-01     2.088E-02   2.088E-01
 339.50     339.75     5.312E-02  2.051E-01     2.582E-02   2.582E-01
 339.75     340.00     6.357E-02  2.443E-01     3.078E-02   3.078E-01
 340.00     340.25     6.802E-02  2.599E-01     3.279E-02   3.279E-01
 340.25     340.50     6.021E-02  2.289E-01     2.891E-02   2.891E-01
 340.50     340.75     5.723E-02  2.166E-01     2.739E-02   2.739E-01
 340.75     341.00     5.194E-02  1.958E-01     2.477E-02   2.477E-01
 341.00     341.25     5.580E-02  2.094E-01     2.652E-02   2.652E-01
 341.25     341.50     5.441E-02  2.032E-01     2.576E-02   2.576E-01
 341.50     341.75     4.766E-02  1.772E-01     2.248E-02   2.248E-01
 341.75     342.00     5.682E-02  2.103E-01     2.671E-02   2.671E-01
 342.00     342.25     6.897E-02  2.540E-01     3.230E-02   3.230E-01
 342.25     342.50     5.481E-02  2.009E-01     2.557E-02   2.557E-01
 342.50     342.75     6.301E-02  2.299E-01     2.929E-02   2.929E-01
 342.75     343.00     5.482E-02  1.991E-01     2.539E-02   2.539E-01
 343.00     343.25     7.689E-02  2.779E-01     3.548E-02   3.548E-01
 343.25     343.50     4.983E-02  1.793E-01     2.291E-02   2.291E-01
 343.50     343.75     7.105E-02  2.544E-01     3.254E-02   3.254E-01
 343.75     344.00     5.707E-02  2.033E-01     2.604E-02   2.604E-01
 344.00     344.25     3.677E-02  1.303E-01     1.671E-02   1.671E-01
 344.25     344.50     3.759E-02  1.327E-01     1.702E-02   1.702E-01
 344.50     344.75     4.809E-02  1.690E-01     2.171E-02   2.171E-01
 344.75     345.00     5.917E-02  2.070E-01     2.662E-02   2.662E-01
 345.00     345.25     6.989E-02  2.436E-01     3.134E-02   3.134E-01
 345.25     345.50     5.295E-02  1.836E-01     2.365E-02   2.365E-01
 345.50     345.75     7.160E-02  2.471E-01     3.187E-02   3.187E-01
 345.75     346.00     5.675E-02  1.950E-01     2.517E-02   2.517E-01
 346.00     346.25     5.155E-02  1.763E-01     2.279E-02   2.279E-01
 346.25     346.50     5.921E-02  2.016E-01     2.608E-02   2.608E-01
 346.50     346.75     5.948E-02  2.017E-01     2.612E-02   2.612E-01
 346.75     347.00     6.949E-02  2.346E-01     3.041E-02   3.041E-01
 347.00     347.25     7.262E-02  2.440E-01     3.167E-02   3.167E-01
 347.25     347.50     6.049E-02  2.024E-01     2.629E-02   2.629E-01
 347.50     347.75     4.790E-02  1.596E-01     2.075E-02   2.075E-01
 347.75     348.00     5.642E-02  1.871E-01     2.436E-02   2.436E-01
 348.00     348.25     6.874E-02  2.270E-01     2.958E-02   2.958E-01
 348.25     348.50     5.950E-02  1.957E-01     2.552E-02   2.552E-01
 348.50     348.75     6.170E-02  2.020E-01     2.637E-02   2.637E-01
 348.75     349.00     7.507E-02  2.447E-01     3.198E-02   3.198E-01
 349.00     349.25     4.810E-02  1.561E-01     2.042E-02   2.042E-01
 349.25     349.50     5.793E-02  1.872E-01     2.451E-02   2.451E-01
 349.50     349.75     6.517E-02  2.097E-01     2.749E-02   2.749E-01
 349.75     350.00     5.408E-02  1.732E-01     2.273E-02   2.273E-01
 350.00     350.25     8.268E-02  2.637E-01     3.464E-02   3.464E-01
 350.25     350.50     8.394E-02  2.666E-01     3.506E-02   3.506E-01
 350.50     350.75     7.362E-02  2.329E-01     3.065E-02   3.065E-01
 350.75     351.00     7.953E-02  2.505E-01     3.300E-02   3.300E-01
 351.00     351.25     6.872E-02  2.155E-01     2.843E-02   2.843E-01
 351.25     351.50     6.198E-02  1.936E-01     2.555E-02   2.555E-01
 351.50     351.75     6.357E-02  1.977E-01     2.612E-02   2.612E-01
 351.75     352.00     8.528E-02  2.641E-01     3.494E-02   3.494E-01
 352.00     352.25     7.260E-02  2.239E-01     2.965E-02   2.965E-01
 352.25     352.50     6.754E-02  2.074E-01     2.750E-02   2.750E-01
 352.50     352.75     4.440E-02  1.358E-01     1.802E-02   1.802E-01
 352.75     353.00     7.089E-02  2.159E-01     2.868E-02   2.868E-01
 353.00     353.25     8.107E-02  2.459E-01     3.270E-02   3.270E-01
 353.25     353.50     6.704E-02  2.025E-01     2.695E-02   2.695E-01
 353.50     353.75     8.687E-02  2.613E-01     3.482E-02   3.482E-01
 353.75     354.00     7.677E-02  2.300E-01     3.068E-02   3.068E-01
 354.00     354.25     8.779E-02  2.620E-01     3.498E-02   3.498E-01
 354.25     354.50     8.179E-02  2.431E-01     3.248E-02   3.248E-01
 354.50     354.75     8.861E-02  2.623E-01     3.509E-02   3.509E-01
 354.75     355.00     8.370E-02  2.467E-01     3.304E-02   3.304E-01
 355.00     355.25     9.251E-02  2.716E-01     3.641E-02   3.641E-01
 355.25     355.50     7.913E-02  2.314E-01     3.105E-02   3.105E-01
 355.50     355.75     7.906E-02  2.302E-01     3.093E-02   3.093E-01
 355.75     356.00     7.288E-02  2.114E-01     2.843E-02   2.843E-01
 356.00     356.25     8.303E-02  2.399E-01     3.229E-02   3.229E-01
 356.25     356.50     9.600E-02  2.762E-01     3.722E-02   3.722E-01
 356.50     356.75     5.042E-02  1.445E-01     1.949E-02   1.949E-01
 356.75     357.00     7.469E-02  2.132E-01     2.879E-02   2.879E-01
 357.00     357.25     4.695E-02  1.335E-01     1.804E-02   1.804E-01
 357.25     357.50     6.728E-02  1.905E-01     2.578E-02   2.578E-01
 357.50     357.75     7.572E-02  2.136E-01     2.893E-02   2.893E-01
 357.75     358.00     7.225E-02  2.030E-01     2.753E-02   2.753E-01
 358.00     358.25     5.161E-02  1.444E-01     1.960E-02   1.960E-01
 358.25     358.50     5.332E-02  1.486E-01     2.020E-02   2.020E-01
 358.50     358.75     4.609E-02  1.280E-01     1.741E-02   1.741E-01
 358.75     359.00     5.373E-02  1.486E-01     2.024E-02   2.024E-01
 359.00     359.25     7.449E-02  2.053E-01     2.798E-02   2.798E-01
 359.25     359.50     8.294E-02  2.277E-01     3.106E-02   3.106E-01
 359.50     359.75     9.236E-02  2.526E-01     3.449E-02   3.449E-01
 359.75     360.00     9.920E-02  2.702E-01     3.694E-02   3.694E-01
 360.00     360.25     1.062E-01  2.881E-01     3.943E-02   3.943E-01
 360.25     360.50     7.529E-02  2.035E-01     2.788E-02   2.788E-01
 360.50     360.75     7.561E-02  2.036E-01     2.792E-02   2.792E-01
 360.75     361.00     6.998E-02  1.877E-01     2.577E-02   2.577E-01
 361.00     361.25     6.381E-02  1.705E-01     2.343E-02   2.343E-01
 361.25     361.50     7.856E-02  2.092E-01     2.877E-02   2.877E-01
 361.50     361.75     9.140E-02  2.424E-01     3.338E-02   3.338E-01
 361.75     362.00     6.488E-02  1.714E-01     2.363E-02   2.363E-01
 362.00     362.25     6.133E-02  1.615E-01     2.228E-02   2.228E-01
 362.25     362.50     8.920E-02  2.340E-01     3.232E-02   3.232E-01
 362.50     362.75     9.586E-02  2.505E-01     3.464E-02   3.464E-01
 362.75     363.00     1.087E-01  2.830E-01     3.917E-02   3.917E-01
 363.00     363.25     7.956E-02  2.063E-01     2.859E-02   2.859E-01
 363.25     363.50     7.151E-02  1.848E-01     2.563E-02   2.563E-01
 363.50     363.75     7.840E-02  2.019E-01     2.803E-02   2.803E-01
 363.75     364.00     8.993E-02  2.307E-01     3.206E-02   3.206E-01
 364.00     364.25     1.042E-01  2.662E-01     3.704E-02   3.704E-01
 364.25     364.50     9.121E-02  2.322E-01     3.234E-02   3.234E-01
 364.50     364.75     8.252E-02  2.093E-01     2.919E-02   2.919E-01
 364.75     365.00     7.431E-02  1.878E-01     2.621E-02   2.621E-01
 365.00     365.25     8.984E-02  2.263E-01     3.161E-02   3.161E-01
 365.25     365.50     1.098E-01  2.754E-01     3.852E-02   3.852E-01
 365.50     365.75     1.113E-01  2.782E-01     3.894E-02   3.894E-01
 365.75     366.00     1.236E-01  3.078E-01     4.314E-02   4.314E-01
 366.00     366.25     1.228E-01  3.049E-01     4.277E-02   4.277E-01
 366.25     366.50     1.155E-01  2.856E-01     4.010E-02   4.010E-01
 366.50     366.75     1.131E-01  2.789E-01     3.920E-02   3.920E-01
 366.75     367.00     1.132E-01  2.781E-01     3.913E-02   3.913E-01
 367.00     367.25     9.860E-02  2.413E-01     3.399E-02   3.399E-01
 367.25     367.50     1.258E-01  3.068E-01     4.326E-02   4.326E-01
 367.50     367.75     1.205E-01  2.927E-01     4.132E-02   4.132E-01
 367.75     368.00     1.012E-01  2.451E-01     3.464E-02   3.464E-01
 368.00     368.25     9.217E-02  2.224E-01     3.145E-02   3.145E-01
 368.25     368.50     1.124E-01  2.702E-01     3.826E-02   3.826E-01
 368.50     368.75     1.023E-01  2.451E-01     3.474E-02   3.474E-01
 368.75     369.00     8.930E-02  2.132E-01     3.025E-02   3.025E-01
 369.00     369.25     1.171E-01  2.785E-01     3.956E-02   3.956E-01
