 
 
 
 INPUT PARAMETERS:

 RADIATION SCHEME:             4  streams

 w-grid:          561    280.0000        420.0000    
 equally spaced z-grid
 z-grid:           81    0.000000        80.00000    
  measurement point: index            1  altitude=    0.000000    
 idate =      20150630  esfact(1) =     1.000000    
 air temperature: USSA, 1976
 air concentrations: USSA, 1976
 ozone profile: USSA, 1976
 DATAE1/SUN/susim_hi.flx
 DATAE1/SUN/atlas3_1994_317_a.dat        
 DATAE1/SUN/neckel.flx                   
 DATAE1/SUN/sao2010.solref.converted     
 aerosols:  Elterman (1968) continental profile
 solar zenith angle =     30.00000    
 
 SPECTRAL IRRADIANCE (W m-2 nm-1):

 LOWER WVL  UPPER WVL  DIRECT     DIFFUSE DOWN  DIFFUSE UP  TOTAL DOWNWELLING
 354.25     354.50     3.177E-01  3.787E-01     6.965E-02   6.964E-01
 354.50     354.75     3.437E-01  4.084E-01     7.521E-02   7.521E-01
 354.75     355.00     3.241E-01  3.840E-01     7.080E-02   7.080E-01
 355.00     355.25     3.576E-01  4.225E-01     7.801E-02   7.801E-01
 355.25     355.50     3.054E-01  3.597E-01     6.651E-02   6.651E-01
 355.50     355.75     3.045E-01  3.578E-01     6.623E-02   6.623E-01
 355.75     356.00     2.803E-01  3.283E-01     6.086E-02   6.086E-01
 356.00     356.25     3.188E-01  3.723E-01     6.911E-02   6.911E-01
 356.25     356.50     3.680E-01  4.286E-01     7.965E-02   7.965E-01
 356.50     356.75     1.930E-01  2.241E-01     4.170E-02   4.170E-01
 356.75     357.00     2.854E-01  3.304E-01     6.158E-02   6.158E-01
 357.00     357.25     1.791E-01  2.068E-01     3.858E-02   3.858E-01
 357.25     357.50     2.562E-01  2.950E-01     5.512E-02   5.512E-01
 357.50     357.75     2.879E-01  3.305E-01     6.183E-02   6.183E-01
 357.75     358.00     2.742E-01  3.140E-01     5.882E-02   5.882E-01
 358.00     358.25     1.956E-01  2.233E-01     4.188E-02   4.188E-01
 358.25     358.50     2.017E-01  2.296E-01     4.313E-02   4.313E-01
 358.50     358.75     1.741E-01  1.976E-01     3.717E-02   3.717E-01
 358.75     359.00     2.026E-01  2.294E-01     4.320E-02   4.320E-01
 359.00     359.25     2.804E-01  3.166E-01     5.971E-02   5.971E-01
 359.25     359.50     3.118E-01  3.510E-01     6.628E-02   6.628E-01
 359.50     359.75     3.466E-01  3.892E-01     7.358E-02   7.358E-01
 359.75     360.00     3.717E-01  4.162E-01     7.879E-02   7.879E-01
 360.00     360.25     3.973E-01  4.435E-01     8.408E-02   8.408E-01
 360.25     360.50     2.812E-01  3.131E-01     5.944E-02   5.944E-01
 360.50     360.75     2.820E-01  3.131E-01     5.951E-02   5.951E-01
 360.75     361.00     2.606E-01  2.886E-01     5.491E-02   5.491E-01
 361.00     361.25     2.372E-01  2.620E-01     4.992E-02   4.992E-01
